;0;0
0;175.57;164.88
1;174.61;162.97
2;172.23;162.96
3;172.21;162.85
4;172.17;162.22
5;169.65;162.2
6;169.51;160.8
7;168.21;160.18
8;168.04;159.78
9;166.9;159.73
