;0;0;0;0;0;0;0;0;0;0
0;287.84;287.84;287.84;287.84;287.84;287.84;287.84;287.84;287.84;287.84
1;283.91;283.53;283.53;286.09;285.1;283.53;284.7;283.16;284.7;286.94
2;273.94;273.59;275.36;284.57;275.42;273.23;275.4;273.24;273.57;286.1
3;269.06;268.59;270.49;282.48;270.66;268.32;270.59;268.37;268.8;285.88
4;269.02;268.54;270.44;281.27;270.61;268.29;270.54;268.33;268.76;285.56
5;268.95;268.48;270.37;281.11;270.55;268.22;270.47;268.26;268.69;285.46
6;264.25;263.98;265.66;280.48;265.96;263.52;265.73;263.57;264.28;285.04
7;263.73;263.48;265.17;280.12;265.31;262.95;265.19;263.02;263.77;279.76
8;261.99;261.37;263.16;280.0;262.62;260.84;263.03;260.66;261.64;279.06
9;257.51;257.18;258.92;279.12;258.48;256.68;258.82;256.55;257.42;278.47
10;256.74;256.44;258.13;278.29;257.73;255.86;258.11;255.81;256.68;278.38
11;248.96;249.3;250.62;278.09;249.94;249.73;250.95;248.36;249.25;275.19
12;248.4;248.63;250.06;277.76;249.58;249.06;250.29;247.6;248.68;273.53
13;241.21;238.82;240.24;277.69;244.18;240.91;242.18;238.66;242.4;273.31
14;239.97;237.72;239.39;277.28;242.67;240.29;241.31;238.17;241.41;272.56
15;234.05;231.59;233.67;271.81;237.0;235.82;236.34;232.75;236.46;271.8
16;232.48;230.76;232.97;271.06;235.97;234.52;236.26;232.2;235.3;267.76
17;223.83;225.51;230.54;270.5;226.38;229.19;232.82;225.1;229.12;267.35
18;223.82;225.47;230.49;270.43;226.33;229.13;232.77;225.06;229.13;265.99
19;219.38;220.64;225.89;267.72;221.42;224.5;228.15;220.66;224.39;264.1
20;218.84;220.13;225.37;265.67;220.88;223.97;227.59;220.15;223.87;263.31
21;218.56;219.67;224.78;265.45;220.29;223.43;226.83;219.63;223.11;263.18
22;218.19;219.24;224.61;265.09;219.85;223.2;226.47;219.19;222.63;262.7
23;215.6;216.58;221.91;264.32;217.25;220.52;223.79;216.57;219.93;262.53
24;211.47;212.37;217.65;259.79;213.02;216.28;219.44;212.4;215.67;261.25
25;210.1;209.84;216.21;259.5;211.47;214.5;217.18;209.86;214.48;259.84
26;207.66;206.73;213.66;258.18;210.28;212.96;214.59;208.68;212.95;259.61
27;206.08;205.15;211.69;256.57;207.82;211.01;212.93;206.2;210.69;259.03
28;206.07;205.1;211.64;255.53;207.77;211.01;212.93;206.18;210.68;258.74
29;206.02;205.01;211.55;255.4;207.77;211.08;212.88;206.16;210.6;257.64
30;204.71;204.11;210.21;255.03;206.46;209.52;211.42;204.84;209.9;257.62
31;203.45;202.77;208.99;254.86;205.29;208.07;210.33;203.56;208.4;257.29
32;202.0;201.3;207.49;253.74;203.86;206.53;208.93;202.08;206.85;257.21
33;201.15;200.45;206.6;252.33;203.01;205.65;208.06;201.21;205.99;256.76
34;200.96;200.27;206.42;252.13;202.76;205.5;207.89;201.02;205.84;254.88
35;200.65;199.9;206.05;251.74;202.43;205.18;207.51;200.67;205.42;254.13
36;200.26;199.57;205.71;251.48;202.07;204.81;207.12;200.24;205.08;253.67
37;200.2;199.52;205.68;250.42;202.0;204.67;207.08;200.19;205.01;253.25
38;199.56;198.87;205.02;250.29;201.36;204.01;206.42;199.55;204.36;253.14
39;198.81;198.6;204.57;249.94;200.84;203.4;205.94;198.97;203.65;252.25
40;198.66;198.46;204.42;249.87;200.69;203.25;205.78;198.82;203.5;250.74
41;198.43;198.18;204.14;249.57;200.44;203.0;205.52;198.58;203.26;250.26
42;198.36;198.13;204.08;247.87;200.38;202.95;205.46;198.51;203.2;249.94
43;198.07;197.82;203.78;247.13;200.08;202.65;205.15;198.21;202.91;249.43
44;194.99;194.02;200.2;246.84;196.82;198.46;200.57;194.77;199.76;248.83
45;194.41;193.67;199.66;246.54;196.35;198.2;200.04;194.26;199.23;247.77
46;193.97;193.24;199.21;246.45;195.91;197.76;199.61;193.81;198.75;247.3
47;193.91;193.22;199.15;245.63;195.87;197.76;199.58;193.75;198.76;246.26
48;191.53;191.41;198.15;244.24;193.96;196.11;197.16;193.36;197.4;243.29
49;190.0;189.9;196.79;243.76;192.63;194.86;195.69;191.84;195.58;234.29
50;189.83;189.74;196.62;243.46;192.46;194.68;195.53;191.67;195.41;230.08
51;189.53;189.24;196.33;242.8;192.35;194.5;195.36;191.38;194.98;230.04
52;188.97;188.73;195.69;242.15;191.78;193.95;194.75;190.83;194.44;229.98
53;186.97;185.53;192.63;241.18;189.02;190.45;191.44;188.08;191.17;226.09
54;186.84;185.38;192.38;240.73;188.86;190.32;191.24;187.88;191.01;225.72
55;186.2;184.62;191.59;239.64;188.09;189.69;190.49;187.1;190.18;223.7
56;185.15;183.74;190.81;236.09;187.03;188.66;189.03;186.46;189.26;220.3
57;184.59;183.14;190.04;227.98;186.61;188.38;188.27;185.64;188.76;219.77
58;184.49;183.03;189.91;224.02;186.52;188.3;188.19;185.58;188.73;214.36
59;184.13;182.67;189.72;223.98;186.22;188.01;187.9;185.22;188.46;214.07
60;184.03;182.56;189.59;223.92;186.12;187.9;187.78;185.11;188.36;206.61
61;182.95;181.38;188.86;220.16;185.56;187.08;187.21;184.64;187.53;205.87
62;181.74;180.28;187.77;219.7;184.42;186.05;186.28;183.58;186.46;201.63
63;181.57;180.12;187.61;218.03;184.23;185.91;186.14;183.37;186.28;201.04
64;181.34;179.84;187.35;214.64;183.94;185.54;185.88;183.1;185.98;195.62
65;181.13;179.65;187.13;214.01;183.67;185.28;185.64;182.86;185.81;195.61
66;180.39;178.9;186.37;208.23;182.88;184.59;184.89;182.14;185.11;191.32
67;180.34;178.84;186.26;208.02;182.82;184.49;184.79;182.12;185.02;190.88
68;180.08;178.61;185.98;200.08;182.55;184.21;184.59;181.94;184.78;190.28
69;180.02;178.55;185.91;198.96;182.5;184.16;184.53;181.88;184.73;190.08
70;179.86;178.32;185.7;194.32;182.31;183.92;184.29;181.67;184.53;187.85
71;179.03;177.43;184.59;193.61;181.26;182.49;182.96;180.72;183.43;184.28
72;178.63;176.87;184.1;189.96;181.01;181.97;182.6;180.15;183.06;182.81
73;178.3;176.69;183.9;189.94;180.78;181.77;182.45;179.95;182.88;181.53
74;178.08;176.44;183.72;186.03;180.59;181.62;182.31;179.75;182.71;179.9
75;177.98;176.31;183.66;185.58;180.41;181.55;182.25;179.65;182.63;179.86
76;177.3;175.64;183.13;184.97;179.84;180.93;181.64;179.05;182.03;179.86
77;176.34;174.42;182.08;184.84;178.93;179.86;180.73;178.15;180.88;178.74
78;175.98;174.08;181.71;182.65;178.6;179.53;180.39;177.81;180.54;177.8
79;175.75;173.93;181.54;179.23;178.34;179.31;180.15;177.56;180.42;176.51
80;175.26;173.7;181.12;178.1;178.12;179.2;179.86;177.16;180.17;175.78
81;174.79;173.32;180.7;177.11;177.6;178.86;179.41;176.68;179.79;175.64
82;174.13;172.68;180.02;174.98;176.91;178.19;178.73;176.01;179.1;175.31
83;173.81;172.35;179.69;174.94;176.58;177.87;178.4;175.68;178.77;175.02
84;173.08;171.53;178.9;174.98;175.82;177.07;177.52;174.99;178.02;175.01
85;171.34;169.69;177.17;174.31;173.86;174.97;175.63;173.53;176.1;174.6
