;derivative_mean;derivative_min;derivative_max;expVisits_sampling_mean;expVisits_sampling_min;expVisits_sampling_max
224;0.381994728;0.381994728;0.381994728;0.420996622;0.420996622;0.420996622
225;0.381922821;0.381922821;0.381922821;0.420958424;0.420958424;0.420958424
226;0.381313675;0.381313675;0.381313675;0.420942526;0.420942526;0.420942526
227;0.381164399;0.381164399;0.381164399;0.420904568;0.420904568;0.420904568
228;0.381104612;0.381104612;0.381104612;0.420899858;0.420899858;0.420899858
229;0.381733925;0.381733925;0.381733925;0.420900753;0.420900753;0.420900753
230;0.381652918;0.381652918;0.381652918;0.420872327;0.420872327;0.420872327
231;0.381303636;0.381303636;0.381303636;0.420834708;0.420834708;0.420834708
232;0.381075467;0.381075467;0.381075467;0.420879512;0.420879512;0.420879512
233;0.380957293;0.380957293;0.380957293;0.420856852;0.420856852;0.420856852
234;0.381162807;0.381162807;0.381162807;0.420514756;0.420514756;0.420514756
235;0.380846472;0.380846472;0.380846472;0.420506806;0.420506806;0.420506806
236;0.380769074;0.380769074;0.380769074;0.420444251;0.420444251;0.420444251
237;0.380701349;0.380701349;0.380701349;0.42029687;0.42029687;0.42029687
238;0.380603525;0.380603525;0.380603525;0.420290745;0.420290745;0.420290745
239;0.380411479;0.380411479;0.380411479;0.420153125;0.420153125;0.420153125
240;0.380293115;0.380293115;0.380293115;0.420133468;0.420133468;0.420133468
241;0.379993409;0.379993409;0.379993409;0.420166789;0.420166789;0.420166789
242;0.379546732;0.379546732;0.379546732;0.42011528;0.42011528;0.42011528
243;0.379471338;0.379471338;0.379471338;0.41998157;0.41998157;0.41998157
244;0.379190894;0.379190894;0.379190894;0.41980634;0.41980634;0.41980634
245;0.379065409;0.379065409;0.379065409;0.41976874;0.41976874;0.41976874
246;0.379118091;0.379118091;0.379118091;0.419738251;0.419738251;0.419738251
247;0.378866719;0.378866719;0.378866719;0.419730512;0.419730512;0.419730512
248;0.37888962;0.37888962;0.37888962;0.419242747;0.419242747;0.419242747
249;0.378985969;0.378985969;0.378985969;0.419043831;0.419043831;0.419043831
250;0.378803169;0.378803169;0.378803169;0.419048375;0.419048375;0.419048375
251;0.378741709;0.378741709;0.378741709;0.419002573;0.419002573;0.419002573
252;0.379049467;0.379049467;0.379049467;0.419115396;0.419115396;0.419115396
253;0.379037239;0.379037239;0.379037239;0.418860692;0.418860692;0.418860692
254;0.378861898;0.378861898;0.378861898;0.418805304;0.418805304;0.418805304
255;0.378521816;0.378521816;0.378521816;0.418801386;0.418801386;0.418801386
256;0.378682637;0.378682637;0.378682637;0.418780636;0.418780636;0.418780636
257;0.378638149;0.378638149;0.378638149;0.41876454;0.41876454;0.41876454
258;0.378733509;0.378733509;0.378733509;0.41870235;0.41870235;0.41870235
259;0.378242248;0.378242248;0.378242248;0.418683981;0.418683981;0.418683981
260;0.377963357;0.377963357;0.377963357;0.418675662;0.418675662;0.418675662
261;0.377948173;0.377948173;0.377948173;0.41829934;0.41829934;0.41829934
262;0.377522209;0.377522209;0.377522209;0.418222991;0.418222991;0.418222991
263;0.37708097;0.37708097;0.37708097;0.418198033;0.418198033;0.418198033
264;0.376587141;0.376587141;0.376587141;0.418286312;0.418286312;0.418286312
265;0.376637457;0.376637457;0.376637457;0.417553261;0.417553261;0.417553261
266;0.376505044;0.376505044;0.376505044;0.417550774;0.417550774;0.417550774
267;0.37652644;0.37652644;0.37652644;0.417429365;0.417429365;0.417429365
268;0.376446106;0.376446106;0.376446106;0.417366251;0.417366251;0.417366251
269;0.376148376;0.376148376;0.376148376;0.417334691;0.417334691;0.417334691
270;0.376085385;0.376085385;0.376085385;0.417359883;0.417359883;0.417359883
271;0.375769645;0.375769645;0.375769645;0.417315919;0.417315919;0.417315919
272;0.37549987;0.37549987;0.37549987;0.417261353;0.417261353;0.417261353
273;0.375424238;0.375424238;0.375424238;0.417366365;0.417366365;0.417366365
274;0.374857833;0.374857833;0.374857833;0.41737354;0.41737354;0.41737354
275;0.374578768;0.374578768;0.374578768;0.417032066;0.417032066;0.417032066
276;0.374042958;0.374042958;0.374042958;0.417005774;0.417005774;0.417005774
277;0.373961718;0.373961718;0.373961718;0.416908002;0.416908002;0.416908002
278;0.373651181;0.373651181;0.373651181;0.416939449;0.416939449;0.416939449
279;0.373626023;0.373626023;0.373626023;0.416917216;0.416917216;0.416917216
280;0.373712091;0.373712091;0.373712091;0.416903282;0.416903282;0.416903282
281;0.373490133;0.373490133;0.373490133;0.416904959;0.416904959;0.416904959
282;0.373130829;0.373130829;0.373130829;0.416845597;0.416845597;0.416845597
283;0.372906677;0.372906677;0.372906677;0.4171751;0.4171751;0.4171751
284;0.373278942;0.373278942;0.373278942;0.417580636;0.417580636;0.417580636
285;0.373100704;0.373100704;0.373100704;0.417649773;0.417649773;0.417649773
286;0.372855324;0.372855324;0.372855324;0.417670222;0.417670222;0.417670222
287;0.37318322;0.37318322;0.37318322;0.417860866;0.417860866;0.417860866
288;0.373132341;0.373132341;0.373132341;0.417861192;0.417861192;0.417861192
289;0.372864144;0.372864144;0.372864144;0.417729691;0.417729691;0.417729691
290;0.372762142;0.372762142;0.372762142;0.417825974;0.417825974;0.417825974
291;0.372735113;0.372735113;0.372735113;0.417765333;0.417765333;0.417765333
292;0.372586384;0.372586384;0.372586384;0.417452425;0.417452425;0.417452425
293;0.372353312;0.372353312;0.372353312;0.417452556;0.417452556;0.417452556
294;0.372429229;0.372429229;0.372429229;0.41748904;0.41748904;0.41748904
295;0.37223558;0.37223558;0.37223558;0.416303043;0.416303043;0.416303043
296;0.372062258;0.372062258;0.372062258;0.416329725;0.416329725;0.416329725
297;0.371835255;0.371835255;0.371835255;0.416283472;0.416283472;0.416283472
298;0.371910208;0.371910208;0.371910208;0.416278095;0.416278095;0.416278095
299;0.371648373;0.371648373;0.371648373;0.41608085;0.41608085;0.41608085
300;0.371909489;0.371909489;0.371909489;0.416537327;0.416537327;0.416537327
301;0.371571967;0.371571967;0.371571967;0.416494744;0.416494744;0.416494744
302;0.371451879;0.371451879;0.371451879;0.416496088;0.416496088;0.416496088
303;0.371302722;0.371302722;0.371302722;0.416495751;0.416495751;0.416495751
304;0.371080237;0.371080237;0.371080237;0.416461359;0.416461359;0.416461359
305;0.371048986;0.371048986;0.371048986;0.416316232;0.416316232;0.416316232
306;0.370807498;0.370807498;0.370807498;0.416304436;0.416304436;0.416304436
307;0.371059126;0.371059126;0.371059126;0.416304511;0.416304511;0.416304511
308;0.371280222;0.371280222;0.371280222;0.41619317;0.41619317;0.41619317
309;0.371376328;0.371376328;0.371376328;0.416088435;0.416088435;0.416088435
310;0.371664414;0.371664414;0.371664414;0.415804697;0.415804697;0.415804697
311;0.371536387;0.371536387;0.371536387;0.415765064;0.415765064;0.415765064
312;0.371156546;0.371156546;0.371156546;0.415688723;0.415688723;0.415688723
313;0.37098845;0.37098845;0.37098845;0.41572258;0.41572258;0.41572258
314;0.370665454;0.370665454;0.370665454;0.415711525;0.415711525;0.415711525
315;0.370560579;0.370560579;0.370560579;0.415758675;0.415758675;0.415758675
316;0.370378127;0.370378127;0.370378127;0.41536546;0.41536546;0.41536546
317;0.370296067;0.370296067;0.370296067;0.415304011;0.415304011;0.415304011
318;0.370155556;0.370155556;0.370155556;0.415324144;0.415324144;0.415324144
319;0.370277488;0.370277488;0.370277488;0.41520738;0.41520738;0.41520738
320;0.370173854;0.370173854;0.370173854;0.415202083;0.415202083;0.415202083
321;0.370201066;0.370201066;0.370201066;0.415152716;0.415152716;0.415152716
322;0.370268582;0.370268582;0.370268582;0.415141592;0.415141592;0.415141592
323;0.369923915;0.369923915;0.369923915;0.414761306;0.414761306;0.414761306
324;0.369734267;0.369734267;0.369734267;0.41476955;0.41476955;0.41476955
325;0.369761786;0.369761786;0.369761786;0.414738875;0.414738875;0.414738875
326;0.369610663;0.369610663;0.369610663;0.414553743;0.414553743;0.414553743
327;0.369637899;0.369637899;0.369637899;0.414534895;0.414534895;0.414534895
328;0.369479228;0.369479228;0.369479228;0.414535144;0.414535144;0.414535144
329;0.369209914;0.369209914;0.369209914;0.414534414;0.414534414;0.414534414
330;0.369132602;0.369132602;0.369132602;0.41445576;0.41445576;0.41445576
331;0.369421749;0.369421749;0.369421749;0.414498474;0.414498474;0.414498474
332;0.369497221;0.369497221;0.369497221;0.414487576;0.414487576;0.414487576
333;0.369314478;0.369314478;0.369314478;0.414488069;0.414488069;0.414488069
334;0.369172374;0.369172374;0.369172374;0.414481244;0.414481244;0.414481244
335;0.368873859;0.368873859;0.368873859;0.414468259;0.414468259;0.414468259
336;0.36873449;0.36873449;0.36873449;0.414467536;0.414467536;0.414467536
337;0.368740834;0.368740834;0.368740834;0.414333734;0.414333734;0.414333734
338;0.368691712;0.368691712;0.368691712;0.414330519;0.414330519;0.414330519
339;0.368556371;0.368556371;0.368556371;0.41432796;0.41432796;0.41432796
340;0.368396634;0.368396634;0.368396634;0.4143161;0.4143161;0.4143161
341;0.368276945;0.368276945;0.368276945;0.414341865;0.414341865;0.414341865
342;0.368248206;0.368248206;0.368248206;0.414281794;0.414281794;0.414281794
343;0.368150133;0.368150133;0.368150133;0.414266911;0.414266911;0.414266911
344;0.368284862;0.368284862;0.368284862;0.414261018;0.414261018;0.414261018
345;0.368375943;0.368375943;0.368375943;0.414262784;0.414262784;0.414262784
346;0.368894575;0.368894575;0.368894575;0.414274536;0.414274536;0.414274536
347;0.368825789;0.368825789;0.368825789;0.414086569;0.414086569;0.414086569
348;0.36860042;0.36860042;0.36860042;0.414039287;0.414039287;0.414039287
349;0.36851672;0.36851672;0.36851672;0.414019904;0.414019904;0.414019904
350;0.368637774;0.368637774;0.368637774;0.414061549;0.414061549;0.414061549
351;0.368561121;0.368561121;0.368561121;0.413815099;0.413815099;0.413815099
352;0.368794066;0.368794066;0.368794066;0.414144848;0.414144848;0.414144848
353;0.36865125;0.36865125;0.36865125;0.414094771;0.414094771;0.414094771
354;0.368565504;0.368565504;0.368565504;0.414190774;0.414190774;0.414190774
355;0.368536325;0.368536325;0.368536325;0.413975876;0.413975876;0.413975876
356;0.368352349;0.368352349;0.368352349;0.413943917;0.413943917;0.413943917
357;0.367987617;0.367987617;0.367987617;0.413950256;0.413950256;0.413950256
358;0.367842548;0.367842548;0.367842548;0.414093078;0.414093078;0.414093078
359;0.367727707;0.367727707;0.367727707;0.414037522;0.414037522;0.414037522
360;0.367513972;0.367513972;0.367513972;0.414002173;0.414002173;0.414002173
