;0;0;0;0;0;0;0;0;0;0
0;287.84;287.84;287.84;287.84;287.84;287.84;287.84;287.84;287.84;287.84
1;287.03;286.8;287.52;284.79;287.77;287.62;278.26;284.52;287.36;287.06
2;286.65;286.65;287.07;283.51;277.25;286.13;277.61;284.26;282.34;283.43
3;286.35;286.1;286.5;282.92;276.83;280.41;277.37;284.14;280.89;280.82
4;285.06;285.81;284.17;282.62;276.19;279.39;276.41;283.82;278.89;280.49
5;284.93;284.08;283.2;282.52;274.66;278.49;273.34;283.4;277.29;280.18
6;274.44;283.43;282.73;281.69;274.61;272.58;273.26;283.19;277.2;275.99
7;274.23;282.67;282.05;281.07;273.74;272.21;268.36;281.32;276.21;275.87
8;273.13;276.78;281.11;275.09;270.73;272.14;266.38;280.61;275.18;275.04
9;272.61;276.6;281.03;274.01;269.45;271.37;263.21;278.84;275.02;270.06
10;271.67;276.41;280.29;273.88;269.36;270.96;257.87;278.15;273.98;269.46
11;271.27;275.3;280.04;272.84;268.03;269.71;257.65;277.72;273.88;268.75
12;270.3;272.93;279.62;272.5;266.48;265.78;257.46;275.61;272.91;268.05
13;270.08;269.53;279.55;270.6;266.27;264.46;257.36;274.1;269.88;267.83
14;269.41;266.57;278.02;270.33;265.2;263.84;257.22;272.95;268.96;267.28
15;269.27;262.09;277.83;265.03;264.82;263.64;252.89;271.81;267.93;267.11
16;268.47;258.23;276.28;264.76;264.03;255.0;252.52;271.02;267.38;266.35
17;267.34;258.0;276.0;264.0;264.06;252.14;252.2;270.76;266.72;266.26
18;262.1;257.96;275.8;263.7;263.88;251.59;251.75;269.06;266.47;262.35
19;261.27;257.74;271.46;263.58;263.83;247.89;251.11;260.99;263.87;262.28
20;261.24;257.67;270.26;260.71;263.76;247.4;250.52;260.5;261.85;262.21
21;257.35;252.68;266.95;255.26;263.57;247.39;248.36;259.82;261.16;260.21
22;252.82;248.68;263.62;254.45;261.88;248.09;248.09;259.34;261.04;259.99
23;252.82;248.61;263.4;254.0;258.6;247.95;247.43;257.11;259.66;259.71
24;252.44;248.34;263.15;253.92;258.35;247.77;245.42;256.91;259.61;259.18
25;243.68;246.73;257.0;245.73;257.88;245.03;245.27;256.68;259.42;258.68
26;243.63;244.53;254.79;245.66;257.17;244.9;243.97;256.19;258.63;257.38
27;243.29;239.79;247.85;241.13;256.25;244.35;242.33;255.83;258.58;257.31
28;240.69;239.73;246.58;240.11;255.66;243.61;240.76;254.91;257.48;255.41
29;240.46;238.87;245.24;236.54;255.49;243.13;240.46;254.66;255.78;253.76
30;240.2;237.86;244.66;235.95;251.58;242.66;239.45;252.78;255.4;253.69
31;240.11;234.48;235.99;233.79;251.42;241.5;239.39;252.43;254.3;253.1
32;237.9;231.63;235.03;229.79;250.5;237.39;238.59;252.25;254.05;252.79
33;237.87;231.46;230.51;225.72;249.69;233.45;237.19;248.85;252.08;252.42
34;233.84;230.75;228.46;225.25;248.95;232.94;234.24;248.35;251.78;246.56
35;232.83;228.73;228.35;225.2;247.1;232.37;234.23;243.87;249.4;245.83
36;232.29;228.28;223.27;225.07;246.77;229.31;233.5;243.44;249.35;245.36
37;231.33;227.94;222.91;224.9;246.52;229.28;233.04;243.31;248.74;245.05
38;229.31;226.6;222.5;223.57;246.41;229.02;232.58;243.25;248.49;244.91
39;229.27;226.17;222.4;223.28;246.25;225.34;231.89;241.91;248.28;244.56
40;229.18;225.92;222.35;223.15;245.99;225.17;231.66;241.44;242.33;240.04
41;228.88;224.62;221.93;222.48;245.67;224.9;231.68;241.41;241.91;238.84
42;228.21;223.3;221.67;222.13;243.43;224.01;231.6;240.07;237.48;237.35
43;228.03;222.42;220.15;221.61;243.36;223.75;231.36;236.44;236.75;236.98
44;227.68;222.31;220.11;221.5;241.49;223.46;223.66;234.8;236.64;236.85
45;225.82;221.88;219.93;221.21;239.99;223.19;222.0;233.46;236.54;234.84
46;222.24;215.03;219.84;218.89;232.26;223.0;221.56;233.11;235.71;229.78
47;219.12;214.16;219.49;218.53;230.17;222.22;221.36;233.03;235.29;228.15
48;218.91;212.3;219.31;218.29;229.85;219.59;220.85;232.68;232.36;227.93
49;218.72;211.84;213.11;215.64;226.96;215.82;220.35;223.07;232.16;225.23
50;218.31;211.0;212.98;214.04;226.91;213.91;219.98;222.59;230.81;224.39
51;218.3;209.3;212.97;211.2;226.72;213.72;219.05;222.54;230.12;222.43
52;217.99;205.53;212.63;210.46;226.17;212.3;218.99;222.34;228.64;222.06
53;212.32;201.49;211.76;210.23;226.13;212.27;218.05;221.52;228.1;220.6
54;211.82;201.21;211.64;209.86;226.07;211.98;217.35;221.25;228.04;220.55
55;211.36;201.17;211.43;209.65;224.81;211.79;217.23;221.21;227.41;217.28
56;209.97;199.57;211.28;209.11;224.74;210.93;217.17;220.43;226.7;214.0
57;209.92;196.23;210.83;208.79;224.4;210.44;215.18;219.44;215.99;211.3
58;209.06;195.97;210.17;208.16;224.29;210.32;214.63;218.68;215.53;209.38
59;208.77;194.55;209.9;207.26;223.32;209.27;211.95;217.35;214.41;209.25
60;205.05;194.35;208.6;206.98;223.21;209.22;211.56;216.56;214.06;205.64
61;204.61;193.13;208.12;206.65;222.87;207.88;211.27;216.2;211.21;205.54
62;204.33;192.7;207.6;204.72;219.37;204.26;207.17;216.15;210.34;205.31
63;204.07;192.02;207.19;204.59;215.62;204.2;206.82;212.0;209.91;205.1
64;202.22;187.66;205.96;204.58;213.08;204.02;206.67;211.74;209.69;198.86
65;201.04;185.41;205.6;204.47;212.96;201.2;204.07;208.3;208.85;198.07
66;200.99;184.94;205.18;203.91;212.44;201.17;200.19;207.44;208.67;194.29
67;200.79;184.48;204.64;203.74;210.96;201.1;199.6;207.29;208.06;193.25
68;200.58;184.37;204.55;203.52;209.94;199.96;199.45;203.5;208.02;192.76
69;200.17;184.16;203.96;203.23;209.03;199.13;195.11;203.28;206.73;190.89
70;198.5;184.02;203.86;203.19;208.85;198.32;194.96;202.46;206.24;190.07
71;196.1;183.91;203.6;202.82;208.64;198.15;194.36;202.16;202.7;188.73
72;195.25;183.76;203.41;202.44;208.46;197.5;189.47;199.71;202.14;188.62
73;194.66;183.36;203.03;202.06;208.11;196.95;189.02;197.64;201.88;188.54
74;193.33;183.33;202.87;201.67;208.08;194.67;188.67;195.45;200.86;186.12
75;193.01;183.11;201.75;200.69;204.29;194.39;188.31;195.3;200.36;185.7
76;191.53;182.91;201.46;199.51;203.48;194.31;183.17;194.94;200.23;183.11
77;187.8;182.09;199.78;198.19;203.41;188.22;180.16;194.47;200.01;182.23
78;187.32;181.82;199.36;193.4;203.01;188.06;179.99;191.9;199.88;182.08
79;182.85;181.65;199.23;193.23;202.74;187.95;179.14;191.83;199.51;182.07
80;182.32;181.25;199.12;192.85;202.71;184.22;173.69;191.57;199.33;181.89
81;181.38;180.83;198.25;192.74;202.48;182.13;171.02;191.36;196.65;181.75
82;181.35;180.42;197.78;190.84;202.31;182.06;169.94;190.6;196.44;179.36
83;180.96;180.38;196.88;190.38;201.67;181.79;169.73;187.47;196.02;179.28
84;180.41;178.55;196.62;190.34;199.25;179.5;168.02;186.45;193.36;177.32
85;178.34;178.22;196.38;189.6;198.09;179.48;167.86;186.21;192.99;176.95
