;0
0;275.59
1;274.03
2;264.44
3;260.75
4;260.73
5;260.66
6;256.53
7;256.3
8;254.96
9;250.45
10;242.31
11;236.74
12;236.59
13;228.11
14;226.61
15;220.84
16;218.35
17;216.85
18;216.85
19;212.93
20;212.53
21;212.45
22;212.43
23;210.69
24;207.13
25;206.31
26;205.63
27;205.54
28;205.53
29;205.47
30;203.46
31;202.42
32;199.8
33;198.27
34;198.1
35;197.65
36;196.94
37;196.85
38;196.25
39;195.45
40;195.24
41;195.05
42;195.0
43;194.92
44;191.46
45;190.65
46;190.16
47;190.11
48;189.68
49;188.58
50;188.41
51;187.8
52;187.52
53;186.71
54;186.45
55;186.21
56;183.72
57;183.18
58;183.07
59;182.61
60;182.59
61;181.9
62;181.3
63;181.17
64;180.8
65;180.34
66;179.82
67;179.74
68;179.59
69;179.38
70;179.31
71;179.06
72;178.61
73;177.98
74;177.59
75;177.39
76;176.99
77;176.31
78;176.18
79;175.75
80;174.79
81;174.54
82;173.44
83;173.23
84;172.86
85;172.17
86;167.57
87;165.96
88;165.94
89;165.92
90;163.88
91;163.77
92;162.89
93;161.41
94;158.52
95;155.91
96;155.87
97;151.86
98;151.72
99;149.15
100;148.06
101;146.61
102;146.59
103;144.72
104;144.5
105;144.02
106;144.01
107;143.17
108;141.33
109;140.94
110;140.49
111;140.46
112;140.44
113;140.43
114;139.4
115;139.2
116;137.54
117;137.08
118;136.99
119;136.71
120;136.37
121;136.33
122;136.05
123;135.64
124;135.52
125;135.42
126;135.39
127;135.3
128;133.32
129;132.93
130;132.71
131;132.7
132;132.2
133;131.66
134;131.57
135;131.27
136;131.13
137;130.48
138;130.19
139;130.01
140;128.92
141;128.79
142;128.74
143;128.51
144;128.48
145;127.84
146;127.14
147;127.08
148;126.74
149;126.37
150;126.08
151;125.96
152;125.88
153;125.8
154;125.72
155;125.08
156;124.98
157;124.76
158;124.6
159;124.44
160;124.28
161;123.64
162;123.59
163;123.45
164;123.34
165;123.35
166;122.92
167;122.85
168;122.48
169;122.15
170;119.65
171;118.8
172;118.79
173;118.78
174;118.06
175;118.01
176;117.41
177;116.51
178;115.33
179;113.96
180;113.95
181;111.13
182;110.86
183;109.47
184;108.76
185;107.66
186;107.66
187;106.64
188;106.56
189;106.43
190;106.42
191;105.93
192;104.75
193;104.54
194;104.29
195;104.28
196;104.26
197;104.22
198;103.65
199;103.32
200;102.47
201;101.95
202;101.9
203;101.77
204;101.65
205;101.6
206;101.46
207;101.3
208;101.24
209;101.18
210;101.15
211;101.16
212;100.05
213;99.83
214;99.71
215;99.68
216;99.29
217;98.98
218;98.93
219;98.81
220;98.73
221;98.35
222;98.17
223;98.09
224;97.62
225;97.32
226;97.33
227;97.21
228;97.21
229;96.75
230;96.35
231;96.32
232;96.21
233;96.05
234;95.91
235;95.85
236;95.81
237;95.76
238;95.72
239;95.42
240;95.27
241;95.13
242;95.08
243;95.01
244;94.93
245;94.57
246;94.54
247;94.43
248;94.2
249;94.1
250;93.79
251;93.61
252;93.66
253;93.46
254;92.21
255;91.7
256;91.69
257;91.69
258;91.1
259;91.09
260;90.75
261;90.24
262;88.74
263;87.89
264;87.84
265;86.55
266;86.37
267;85.55
268;85.08
269;84.87
270;84.86
271;84.19
272;84.12
273;83.96
274;83.95
275;83.64
276;83.25
277;83.13
278;83.01
279;83.0
280;83.0
281;82.98
282;82.76
283;82.66
284;81.79
285;81.46
286;81.4
287;81.3
288;81.19
289;81.18
290;81.08
291;81.01
292;80.99
293;80.95
294;80.94
295;80.92
296;80.24
