;expVisits_mean;expVisits_min;expVisits_max
355;74.80333333333333;74.56;75.03
356;74.70666666666666;74.51;74.83
357;74.64333333333333;74.47;74.78
358;74.61666666666666;74.46;74.77
359;74.56333333333333;74.37;74.79
360;74.50999999999999;74.28;74.76
361;74.24000000000001;73.79;74.74
362;74.15666666666667;73.67;74.65
363;74.09666666666668;73.64;74.54
364;74.05333333333334;73.58;74.48
365;73.80333333333333;73.46;74.44
366;73.35666666666667;72.9;73.78
367;73.29333333333334;72.79;73.74
368;73.24333333333334;72.73;73.69
369;73.18333333333334;72.65;73.63
370;72.99;72.61;73.23
371;72.94333333333334;72.58;73.16
372;72.9;72.45;73.16
373;72.81666666666666;72.41;73.11
374;72.61;72.28;72.87
375;72.58999999999999;72.27;72.83
376;72.56666666666666;72.23;72.81
377;72.50333333333333;72.15;72.71
378;72.46666666666668;72.11;72.67
379;72.40333333333334;72.06;72.62
380;72.37333333333332;72.03;72.6
381;72.31666666666666;71.99;72.51
382;72.23666666666666;71.93;72.46
383;72.19666666666667;71.89;72.43
384;72.08333333333333;71.63;72.36
385;72.02;71.57;72.32
386;71.98666666666666;71.51;72.31
387;71.95;71.48;72.26
388;71.89;71.4;72.18
389;71.86;71.38;72.14
390;71.55;71.28;71.94
391;71.48666666666666;71.23;71.89
392;71.46;71.21;71.85
393;71.28666666666668;70.73;71.84
394;71.25333333333333;70.7;71.81
395;71.15333333333332;70.62;71.71
396;71.05;70.47;71.61
397;70.94;70.43;71.35
398;70.90333333333334;70.37;71.34
399;70.86666666666666;70.37;71.26
400;70.84333333333333;70.36;71.23
401;70.79;70.31;71.2
402;70.72666666666667;70.24;71.17
403;70.65999999999998;70.21;71.06
404;70.63666666666667;70.18;71.03
405;70.41000000000001;70.15;70.64
406;70.37666666666667;70.12;70.6
407;70.29666666666667;70.06;70.51
408;70.28000000000002;70.06;70.49
409;70.22333333333334;69.97;70.45
410;70.2;69.93;70.43
411;70.17;69.93;70.43
412;70.05333333333333;69.92;70.15
413;70.01333333333334;69.84;70.14
414;69.98;69.8;70.11
415;69.93333333333334;69.72;70.07
416;69.85333333333334;69.68;70.03
417;69.51333333333334;69.25;69.86
418;69.44;69.18;69.83
419;69.40333333333332;69.13;69.8
420;69.34666666666668;69.1;69.68
421;69.09333333333335;68.99;69.2
422;69.05666666666667;68.92;69.17
423;68.68333333333332;68.21;68.96
424;68.58999999999999;68.11;68.84
425;68.55333333333333;68.08;68.81
426;68.51333333333332;67.97;68.8
427;68.51666666666667;68.02;68.8
428;68.49333333333334;67.99;68.75
429;68.43666666666667;67.96;68.7
430;68.41;67.95;68.66
431;68.38666666666666;67.91;68.64
432;68.30999999999999;67.83;68.57
433;68.26666666666667;67.76;68.54
434;68.23333333333333;67.7;68.52
435;68.20333333333333;67.69;68.48
436;68.17999999999999;67.67;68.47
437;68.02333333333333;67.64;68.38
438;67.71666666666667;67.22;68.34
439;67.44;67.15;67.6
440;67.35666666666667;67.12;67.56
441;67.33666666666667;67.09;67.54
442;67.27;67.0;67.44
443;67.25666666666666;66.98;67.46
444;67.08;66.95;67.34
445;67.04;66.88;67.32
446;67.00333333333334;66.85;67.26
447;66.96;66.84;67.19
448;66.83666666666667;66.55;67.12
449;66.80333333333333;66.5;67.09
450;66.77333333333333;66.48;67.05
451;66.58;66.47;66.68
452;66.52;66.41;66.59
453;66.47666666666667;66.34;66.55
454;66.41666666666667;66.34;66.52
455;66.36333333333333;66.28;66.44
456;66.32333333333334;66.25;66.41
457;66.29333333333334;66.24;66.35
458;66.23666666666666;66.13;66.31
459;66.20666666666666;66.08;66.29
460;66.19;66.06;66.26
461;66.15333333333332;66.0;66.24
462;66.14666666666666;65.99;66.24
463;66.13333333333334;65.97;66.23
464;66.09666666666668;65.93;66.19
465;66.04666666666667;65.87;66.14
466;66.03333333333333;65.86;66.13
467;65.99333333333333;65.84;66.07
468;65.96333333333332;65.78;66.07
469;65.91000000000001;65.74;66.0
470;65.87666666666667;65.72;65.97
471;65.83;65.71;65.95
472;65.80333333333333;65.66;65.93
473;65.77666666666666;65.64;65.89
474;65.74666666666667;65.6;65.87
475;65.71666666666665;65.58;65.82
476;65.68333333333334;65.56;65.77
477;65.66666666666667;65.54;65.75
478;65.63666666666667;65.49;65.74
479;65.60666666666667;65.45;65.69
480;65.61;65.43;65.75
481;65.59;65.43;65.72
482;65.54333333333334;65.37;65.7
483;65.48666666666666;65.29;65.68
484;65.46;65.25;65.67
485;65.41;65.13;65.65
486;65.38;65.1;65.61
487;65.35333333333334;65.06;65.59
488;65.31;65.01;65.57
489;65.18333333333334;64.99;65.31
490;65.01;64.9;65.17
491;64.98333333333333;64.87;65.14
492;64.96666666666665;64.85;65.13
493;64.92333333333333;64.78;65.11
494;64.90666666666665;64.77;65.08
495;64.85000000000001;64.66;65.04
496;64.80666666666666;64.64;64.96
497;64.79333333333334;64.66;64.91
498;64.64;64.46;64.84
499;64.59333333333332;64.44;64.74
