;expVisits_mean;expVisits_min;expVisits_max;samples_mean;samples_min;samples_max
0;44.48;44.48;44.48;44.48;44.48;44.48
1;42.61;42.61;42.61;42.61;42.61;42.61
2;40.97;40.97;40.97;40.97;40.97;40.97
