;0
0;44.48
1;42.61
2;40.97
3;40.39
4;39.18
5;37.81
6;37.45
7;36.58
8;35.99
9;35.98
10;35.2
11;34.64
12;34.41
13;34.02
14;33.73
15;33.37
16;32.71
17;31.97
18;31.92
19;31.76
20;31.54
21;31.57
22;31.42
23;31.09
24;31.02
25;30.59
26;30.36
27;30.19
28;30.2
29;29.96
30;29.87
31;29.62
32;29.48
33;29.4
34;29.27
35;28.98
36;28.93
37;28.81
38;28.69
39;28.7
40;28.59
41;28.43
42;28.37
43;28.27
44;28.09
45;28.05
46;27.96
47;27.84
48;27.76
49;27.61
50;27.52
51;27.49
52;27.39
53;27.4
54;27.33
55;27.18
56;27.06
57;27.04
58;26.9
59;26.83
60;26.79
61;26.66
62;26.56
63;26.55
64;26.41
65;26.32
66;26.29
67;26.27
68;26.19
69;26.19
70;26.07
71;26.08
72;26.05
73;26.1
74;26.05
75;26.05
76;25.92
77;25.86
78;25.82
79;25.75
80;25.69
81;25.66
82;25.61
83;25.54
84;25.54
85;25.51
86;25.46
87;25.45
88;25.36
89;25.33
90;25.34
91;25.29
92;25.26
93;25.23
94;25.23
95;25.18
96;25.16
97;25.13
98;25.07
99;25.07
100;24.96
101;24.94
102;24.92
103;24.91
104;24.91
105;24.89
106;24.88
107;24.85
108;24.85
109;24.79
110;24.8
111;24.78
112;24.79
113;24.77
114;24.75
115;24.75
116;24.72
117;24.73
118;24.71
119;24.71
120;24.7
121;24.7
122;24.67
123;24.69
124;24.67
125;24.65
126;24.64
127;24.57
128;24.54
129;24.53
130;24.5
131;24.48
132;24.47
133;24.42
134;24.39
135;24.39
136;24.37
137;24.36
138;24.35
139;24.34
140;24.32
141;24.33
142;24.3
143;24.28
144;24.29
145;24.28
146;24.27
147;24.25
148;24.27
149;24.26
150;24.28
151;24.24
152;24.24
153;24.22
154;24.21
155;24.19
156;24.19
157;24.19
158;24.18
159;24.17
160;24.12
161;24.11
162;24.1
163;24.1
164;24.09
165;24.1
166;24.11
167;24.08
168;24.07
169;24.07
170;24.04
171;24.04
172;23.99
173;23.97
174;23.94
175;23.94
176;23.93
177;23.92
178;23.93
179;23.92
180;23.9
181;23.87
182;23.86
183;23.86
184;23.83
185;23.83
186;23.83
187;23.81
188;23.81
189;23.81
190;23.78
191;23.77
192;23.76
193;23.73
194;23.74
195;23.74
196;23.72
197;23.71
198;23.7
199;23.66
200;23.65
201;23.64
202;23.63
203;23.62
204;23.61
205;23.57
206;23.55
207;23.55
208;23.54
209;23.53
210;23.53
211;23.56
212;23.54
213;23.54
214;23.52
215;23.5
216;23.5
217;23.48
218;23.47
219;23.47
220;23.48
221;23.47
222;23.47
223;23.46
224;23.45
225;23.44
226;23.46
227;23.45
228;23.44
229;23.45
230;23.45
231;23.44
232;23.42
233;23.41
234;23.4
235;23.38
236;23.37
237;23.36
238;23.35
239;23.34
240;23.34
241;23.34
242;23.33
243;23.33
244;23.3
245;23.3
246;23.29
247;23.29
248;23.28
249;23.27
250;23.26
251;23.25
252;23.25
253;23.25
254;23.25
255;23.26
256;23.23
257;23.23
258;23.23
259;23.24
260;23.23
261;23.23
262;23.2
263;23.18
264;23.19
265;23.19
266;23.18
267;23.18
268;23.17
269;23.16
270;23.16
271;23.17
272;23.17
273;23.17
274;23.18
275;23.17
276;23.18
277;23.18
278;23.18
279;23.18
280;23.19
281;23.18
282;23.18
283;23.18
284;23.16
285;23.15
286;23.14
287;23.14
288;23.14
289;23.13
290;23.13
291;23.12
292;23.1
293;23.1
294;23.09
295;23.09
296;23.08
297;23.07
298;23.07
299;23.08
300;23.09
301;23.09
302;23.09
303;23.08
304;23.06
305;23.06
306;23.05
307;23.03
308;23.02
309;23.02
310;22.99
311;22.99
312;22.99
313;22.97
314;22.95
