;0;0;0;0;0;0;0;0;0;0
0;44.48;44.48;44.48;44.48;44.48;44.48;44.48;44.48;44.48;44.48
1;42.61;42.61;42.61;42.61;44.15;42.07;43.5;41.81;43.5;41.09
2;40.97;40.97;39.81;40.76;42.23;40.66;41.21;40.2;42.48;39.1
3;39.94;38.09;38.61;39.33;41.92;39.16;40.25;39.14;41.71;38.2
4;38.53;36.6;37.51;37.99;40.91;38.2;38.41;38.06;40.09;36.67
5;37.61;35.76;36.65;37.63;39.69;37.45;36.94;38.07;38.56;35.6
6;36.76;34.65;35.85;37.32;38.24;36.48;36.37;37.04;37.04;34.69
7;36.07;34.02;34.99;36.2;37.83;36.14;35.58;36.31;36.26;34.24
8;35.85;33.32;34.6;35.32;36.3;35.33;35.01;35.4;35.64;33.57
9;35.5;32.92;33.96;34.45;35.4;34.74;34.34;34.58;34.97;32.93
