;derivative_mean;derivative_min;derivative_max;expVisits_sampling_mean;expVisits_sampling_min;expVisits_sampling_max
534;0.36;0.36;0.36;0.41;0.41;0.41
535;0.36;0.36;0.36;0.41;0.41;0.41
536;0.36;0.36;0.36;0.41;0.41;0.41
537;0.36;0.36;0.36;0.41;0.41;0.41
538;0.36;0.36;0.36;0.41;0.41;0.41
539;0.36;0.36;0.36;0.41;0.41;0.41
540;0.35;0.35;0.35;0.41;0.41;0.41
541;0.35;0.35;0.35;0.41;0.41;0.41
542;0.35;0.35;0.35;0.41;0.41;0.41
543;0.35;0.35;0.35;0.41;0.41;0.41
544;0.35;0.35;0.35;0.41;0.41;0.41
545;0.35;0.35;0.35;0.41;0.41;0.41
546;0.35;0.35;0.35;0.41;0.41;0.41
547;0.35;0.35;0.35;0.4;0.4;0.4
548;0.35;0.35;0.35;0.4;0.4;0.4
549;0.35;0.35;0.35;0.4;0.4;0.4
550;0.35;0.35;0.35;0.4;0.4;0.4
551;0.35;0.35;0.35;0.4;0.4;0.4
552;0.35;0.35;0.35;0.4;0.4;0.4
553;0.35;0.35;0.35;0.4;0.4;0.4
554;0.35;0.35;0.35;0.4;0.4;0.4
555;0.35;0.35;0.35;0.4;0.4;0.4
556;0.35;0.35;0.35;0.4;0.4;0.4
557;0.35;0.35;0.35;0.4;0.4;0.4
558;0.35;0.35;0.35;0.4;0.4;0.4
559;0.35;0.35;0.35;0.4;0.4;0.4
560;0.35;0.35;0.35;0.4;0.4;0.4
561;0.35;0.35;0.35;0.4;0.4;0.4
562;0.35;0.35;0.35;0.4;0.4;0.4
563;0.35;0.35;0.35;0.4;0.4;0.4
564;0.35;0.35;0.35;0.4;0.4;0.4
565;0.35;0.35;0.35;0.4;0.4;0.4
566;0.35;0.35;0.35;0.4;0.4;0.4
567;0.35;0.35;0.35;0.4;0.4;0.4
568;0.35;0.35;0.35;0.4;0.4;0.4
569;0.35;0.35;0.35;0.4;0.4;0.4
570;0.35;0.35;0.35;0.4;0.4;0.4
571;0.35;0.35;0.35;0.4;0.4;0.4
572;0.35;0.35;0.35;0.4;0.4;0.4
573;0.35;0.35;0.35;0.4;0.4;0.4
574;0.35;0.35;0.35;0.4;0.4;0.4
575;0.35;0.35;0.35;0.4;0.4;0.4
576;0.35;0.35;0.35;0.4;0.4;0.4
577;0.35;0.35;0.35;0.4;0.4;0.4
578;0.35;0.35;0.35;0.4;0.4;0.4
579;0.35;0.35;0.35;0.4;0.4;0.4
580;0.35;0.35;0.35;0.4;0.4;0.4
581;0.35;0.35;0.35;0.4;0.4;0.4
582;0.35;0.35;0.35;0.4;0.4;0.4
583;0.35;0.35;0.35;0.4;0.4;0.4
584;0.35;0.35;0.35;0.4;0.4;0.4
585;0.35;0.35;0.35;0.4;0.4;0.4
586;0.35;0.35;0.35;0.4;0.4;0.4
587;0.35;0.35;0.35;0.4;0.4;0.4
588;0.35;0.35;0.35;0.4;0.4;0.4
589;0.35;0.35;0.35;0.4;0.4;0.4
590;0.35;0.35;0.35;0.4;0.4;0.4
591;0.35;0.35;0.35;0.4;0.4;0.4
592;0.35;0.35;0.35;0.4;0.4;0.4
593;0.35;0.35;0.35;0.4;0.4;0.4
594;0.35;0.35;0.35;0.4;0.4;0.4
595;0.35;0.35;0.35;0.4;0.4;0.4
596;0.35;0.35;0.35;0.4;0.4;0.4
597;0.35;0.35;0.35;0.4;0.4;0.4
598;0.35;0.35;0.35;0.4;0.4;0.4
599;0.35;0.35;0.35;0.4;0.4;0.4
600;0.35;0.35;0.35;0.4;0.4;0.4
601;0.35;0.35;0.35;0.4;0.4;0.4
602;0.35;0.35;0.35;0.4;0.4;0.4
603;0.35;0.35;0.35;0.4;0.4;0.4
604;0.35;0.35;0.35;0.4;0.4;0.4
605;0.35;0.35;0.35;0.4;0.4;0.4
606;0.35;0.35;0.35;0.4;0.4;0.4
607;0.35;0.35;0.35;0.4;0.4;0.4
608;0.35;0.35;0.35;0.4;0.4;0.4
609;0.35;0.35;0.35;0.4;0.4;0.4
610;0.35;0.35;0.35;0.4;0.4;0.4
611;0.35;0.35;0.35;0.4;0.4;0.4
612;0.35;0.35;0.35;0.4;0.4;0.4
613;0.35;0.35;0.35;0.4;0.4;0.4
614;0.35;0.35;0.35;0.4;0.4;0.4
615;0.35;0.35;0.35;0.4;0.4;0.4
616;0.35;0.35;0.35;0.4;0.4;0.4
617;0.35;0.35;0.35;0.4;0.4;0.4
618;0.35;0.35;0.35;0.4;0.4;0.4
619;0.35;0.35;0.35;0.4;0.4;0.4
620;0.35;0.35;0.35;0.4;0.4;0.4
621;0.35;0.35;0.35;0.4;0.4;0.4
622;0.35;0.35;0.35;0.4;0.4;0.4
623;0.35;0.35;0.35;0.4;0.4;0.4
624;0.35;0.35;0.35;0.4;0.4;0.4
625;0.35;0.35;0.35;0.4;0.4;0.4
626;0.35;0.35;0.35;0.4;0.4;0.4
627;0.35;0.35;0.35;0.4;0.4;0.4
628;0.35;0.35;0.35;0.4;0.4;0.4
629;0.35;0.35;0.35;0.4;0.4;0.4
630;0.35;0.35;0.35;0.4;0.4;0.4
631;0.35;0.35;0.35;0.4;0.4;0.4
632;0.35;0.35;0.35;0.4;0.4;0.4
633;0.35;0.35;0.35;0.4;0.4;0.4
634;0.35;0.35;0.35;0.4;0.4;0.4
635;0.35;0.35;0.35;0.4;0.4;0.4
636;0.35;0.35;0.35;0.4;0.4;0.4
637;0.35;0.35;0.35;0.4;0.4;0.4
638;0.35;0.35;0.35;0.4;0.4;0.4
639;0.35;0.35;0.35;0.4;0.4;0.4
640;0.35;0.35;0.35;0.4;0.4;0.4
641;0.35;0.35;0.35;0.4;0.4;0.4
642;0.35;0.35;0.35;0.4;0.4;0.4
643;0.35;0.35;0.35;0.4;0.4;0.4
644;0.35;0.35;0.35;0.4;0.4;0.4
645;0.35;0.35;0.35;0.4;0.4;0.4
646;0.35;0.35;0.35;0.4;0.4;0.4
647;0.35;0.35;0.35;0.4;0.4;0.4
648;0.35;0.35;0.35;0.4;0.4;0.4
649;0.35;0.35;0.35;0.4;0.4;0.4
650;0.35;0.35;0.35;0.4;0.4;0.4
651;0.35;0.35;0.35;0.4;0.4;0.4
652;0.35;0.35;0.35;0.4;0.4;0.4
653;0.35;0.35;0.35;0.4;0.4;0.4
654;0.35;0.35;0.35;0.4;0.4;0.4
655;0.35;0.35;0.35;0.4;0.4;0.4
656;0.35;0.35;0.35;0.4;0.4;0.4
657;0.35;0.35;0.35;0.4;0.4;0.4
658;0.35;0.35;0.35;0.4;0.4;0.4
659;0.35;0.35;0.35;0.4;0.4;0.4
660;0.35;0.35;0.35;0.4;0.4;0.4
661;0.35;0.35;0.35;0.4;0.4;0.4
662;0.35;0.35;0.35;0.4;0.4;0.4
663;0.35;0.35;0.35;0.4;0.4;0.4
664;0.35;0.35;0.35;0.4;0.4;0.4
665;0.35;0.35;0.35;0.4;0.4;0.4
666;0.35;0.35;0.35;0.4;0.4;0.4
667;0.35;0.35;0.35;0.4;0.4;0.4
668;0.35;0.35;0.35;0.4;0.4;0.4
669;0.35;0.35;0.35;0.4;0.4;0.4
670;0.35;0.35;0.35;0.4;0.4;0.4
671;0.35;0.35;0.35;0.4;0.4;0.4
672;0.35;0.35;0.35;0.4;0.4;0.4
673;0.35;0.35;0.35;0.4;0.4;0.4
674;0.35;0.35;0.35;0.4;0.4;0.4
675;0.35;0.35;0.35;0.4;0.4;0.4
676;0.35;0.35;0.35;0.4;0.4;0.4
677;0.35;0.35;0.35;0.4;0.4;0.4
678;0.35;0.35;0.35;0.4;0.4;0.4
679;0.35;0.35;0.35;0.4;0.4;0.4
680;0.35;0.35;0.35;0.4;0.4;0.4
681;0.35;0.35;0.35;0.4;0.4;0.4
682;0.35;0.35;0.35;0.4;0.4;0.4
683;0.35;0.35;0.35;0.4;0.4;0.4
684;0.35;0.35;0.35;0.4;0.4;0.4
685;0.34;0.34;0.34;0.4;0.4;0.4
686;0.34;0.34;0.34;0.4;0.4;0.4
687;0.34;0.34;0.34;0.4;0.4;0.4
688;0.34;0.34;0.34;0.4;0.4;0.4
689;0.34;0.34;0.34;0.4;0.4;0.4
690;0.34;0.34;0.34;0.4;0.4;0.4
691;0.34;0.34;0.34;0.4;0.4;0.4
692;0.34;0.34;0.34;0.4;0.4;0.4
693;0.34;0.34;0.34;0.4;0.4;0.4
694;0.34;0.34;0.34;0.4;0.4;0.4
695;0.34;0.34;0.34;0.4;0.4;0.4
696;0.34;0.34;0.34;0.4;0.4;0.4
697;0.34;0.34;0.34;0.4;0.4;0.4
698;0.34;0.34;0.34;0.4;0.4;0.4
699;0.34;0.34;0.34;0.4;0.4;0.4
700;0.34;0.34;0.34;0.4;0.4;0.4
701;0.34;0.34;0.34;0.4;0.4;0.4
702;0.34;0.34;0.34;0.4;0.4;0.4
703;0.34;0.34;0.34;0.4;0.4;0.4
704;0.34;0.34;0.34;0.4;0.4;0.4
705;0.34;0.34;0.34;0.4;0.4;0.4
706;0.34;0.34;0.34;0.4;0.4;0.4
707;0.34;0.34;0.34;0.4;0.4;0.4
708;0.34;0.34;0.34;0.4;0.4;0.4
709;0.34;0.34;0.34;0.4;0.4;0.4
710;0.34;0.34;0.34;0.4;0.4;0.4
711;0.34;0.34;0.34;0.4;0.4;0.4
712;0.34;0.34;0.34;0.4;0.4;0.4
713;0.34;0.34;0.34;0.4;0.4;0.4
714;0.34;0.34;0.34;0.4;0.4;0.4
715;0.34;0.34;0.34;0.4;0.4;0.4
716;0.34;0.34;0.34;0.4;0.4;0.4
717;0.34;0.34;0.34;0.4;0.4;0.4
718;0.34;0.34;0.34;0.4;0.4;0.4
719;0.34;0.34;0.34;0.4;0.4;0.4
720;0.34;0.34;0.34;0.4;0.4;0.4
721;0.34;0.34;0.34;0.4;0.4;0.4
722;0.34;0.34;0.34;0.4;0.4;0.4
723;0.34;0.34;0.34;0.4;0.4;0.4
724;0.34;0.34;0.34;0.4;0.4;0.4
725;0.34;0.34;0.34;0.4;0.4;0.4
726;0.34;0.34;0.34;0.4;0.4;0.4
727;0.34;0.34;0.34;0.4;0.4;0.4
728;0.34;0.34;0.34;0.4;0.4;0.4
729;0.34;0.34;0.34;0.4;0.4;0.4
730;0.34;0.34;0.34;0.4;0.4;0.4
731;0.34;0.34;0.34;0.4;0.4;0.4
732;0.34;0.34;0.34;0.4;0.4;0.4
733;0.34;0.34;0.34;0.4;0.4;0.4
734;0.34;0.34;0.34;0.4;0.4;0.4
735;0.34;0.34;0.34;0.4;0.4;0.4
736;0.34;0.34;0.34;0.4;0.4;0.4
737;0.34;0.34;0.34;0.4;0.4;0.4
738;0.34;0.34;0.34;0.4;0.4;0.4
739;0.34;0.34;0.34;0.4;0.4;0.4
740;0.34;0.34;0.34;0.4;0.4;0.4
741;0.34;0.34;0.34;0.4;0.4;0.4
742;0.34;0.34;0.34;0.4;0.4;0.4
743;0.34;0.34;0.34;0.4;0.4;0.4
744;0.34;0.34;0.34;0.4;0.4;0.4
745;0.34;0.34;0.34;0.4;0.4;0.4
746;0.34;0.34;0.34;0.4;0.4;0.4
747;0.34;0.34;0.34;0.4;0.4;0.4
748;0.34;0.34;0.34;0.4;0.4;0.4
749;0.34;0.34;0.34;0.4;0.4;0.4
750;0.34;0.34;0.34;0.4;0.4;0.4
751;0.34;0.34;0.34;0.4;0.4;0.4
752;0.34;0.34;0.34;0.4;0.4;0.4
753;0.34;0.34;0.34;0.4;0.4;0.4
754;0.34;0.34;0.34;0.4;0.4;0.4
755;0.34;0.34;0.34;0.4;0.4;0.4
756;0.34;0.34;0.34;0.4;0.4;0.4
757;0.34;0.34;0.34;0.4;0.4;0.4
758;0.34;0.34;0.34;0.4;0.4;0.4
759;0.34;0.34;0.34;0.4;0.4;0.4
760;0.34;0.34;0.34;0.4;0.4;0.4
761;0.34;0.34;0.34;0.4;0.4;0.4
762;0.34;0.34;0.34;0.4;0.4;0.4
763;0.34;0.34;0.34;0.4;0.4;0.4
764;0.34;0.34;0.34;0.4;0.4;0.4
765;0.34;0.34;0.34;0.4;0.4;0.4
766;0.34;0.34;0.34;0.4;0.4;0.4
767;0.34;0.34;0.34;0.4;0.4;0.4
768;0.34;0.34;0.34;0.4;0.4;0.4
769;0.34;0.34;0.34;0.4;0.4;0.4
770;0.34;0.34;0.34;0.4;0.4;0.4
771;0.34;0.34;0.34;0.4;0.4;0.4
772;0.34;0.34;0.34;0.4;0.4;0.4
773;0.34;0.34;0.34;0.4;0.4;0.4
774;0.34;0.34;0.34;0.4;0.4;0.4
775;0.34;0.34;0.34;0.4;0.4;0.4
776;0.34;0.34;0.34;0.4;0.4;0.4
777;0.34;0.34;0.34;0.4;0.4;0.4
778;0.34;0.34;0.34;0.4;0.4;0.4
779;0.34;0.34;0.34;0.4;0.4;0.4
780;0.34;0.34;0.34;0.4;0.4;0.4
781;0.34;0.34;0.34;0.4;0.4;0.4
782;0.34;0.34;0.34;0.4;0.4;0.4
783;0.34;0.34;0.34;0.4;0.4;0.4
784;0.34;0.34;0.34;0.4;0.4;0.4
785;0.34;0.34;0.34;0.4;0.4;0.4
786;0.34;0.34;0.34;0.4;0.4;0.4
787;0.34;0.34;0.34;0.4;0.4;0.4
788;0.34;0.34;0.34;0.4;0.4;0.4
789;0.34;0.34;0.34;0.4;0.4;0.4
790;0.34;0.34;0.34;0.4;0.4;0.4
791;0.34;0.34;0.34;0.4;0.4;0.4
792;0.34;0.34;0.34;0.4;0.4;0.4
793;0.34;0.34;0.34;0.4;0.4;0.4
794;0.34;0.34;0.34;0.4;0.4;0.4
795;0.34;0.34;0.34;0.4;0.4;0.4
796;0.34;0.34;0.34;0.4;0.4;0.4
797;0.34;0.34;0.34;0.4;0.4;0.4
798;0.34;0.34;0.34;0.4;0.4;0.4
799;0.34;0.34;0.34;0.4;0.4;0.4
800;0.34;0.34;0.34;0.4;0.4;0.4
801;0.34;0.34;0.34;0.4;0.4;0.4
802;0.34;0.34;0.34;0.4;0.4;0.4
803;0.34;0.34;0.34;0.4;0.4;0.4
804;0.34;0.34;0.34;0.4;0.4;0.4
805;0.34;0.34;0.34;0.4;0.4;0.4
806;0.34;0.34;0.34;0.4;0.4;0.4
807;0.34;0.34;0.34;0.4;0.4;0.4
808;0.34;0.34;0.34;0.4;0.4;0.4
809;0.34;0.34;0.34;0.4;0.4;0.4
810;0.34;0.34;0.34;0.4;0.4;0.4
811;0.34;0.34;0.34;0.4;0.4;0.4
812;0.34;0.34;0.34;0.4;0.4;0.4
813;0.34;0.34;0.34;0.4;0.4;0.4
814;0.34;0.34;0.34;0.4;0.4;0.4
815;0.34;0.34;0.34;0.4;0.4;0.4
816;0.34;0.34;0.34;0.4;0.4;0.4
817;0.34;0.34;0.34;0.4;0.4;0.4
818;0.34;0.34;0.34;0.4;0.4;0.4
819;0.34;0.34;0.34;0.4;0.4;0.4
820;0.34;0.34;0.34;0.4;0.4;0.4
821;0.34;0.34;0.34;0.4;0.4;0.4
822;0.34;0.34;0.34;0.4;0.4;0.4
823;0.34;0.34;0.34;0.4;0.4;0.4
824;0.34;0.34;0.34;0.4;0.4;0.4
825;0.34;0.34;0.34;0.4;0.4;0.4
826;0.34;0.34;0.34;0.4;0.4;0.4
827;0.34;0.34;0.34;0.4;0.4;0.4
828;0.34;0.34;0.34;0.4;0.4;0.4
829;0.34;0.34;0.34;0.4;0.4;0.4
830;0.34;0.34;0.34;0.4;0.4;0.4
831;0.34;0.34;0.34;0.4;0.4;0.4
832;0.34;0.34;0.34;0.4;0.4;0.4
833;0.34;0.34;0.34;0.4;0.4;0.4
834;0.34;0.34;0.34;0.4;0.4;0.4
835;0.34;0.34;0.34;0.4;0.4;0.4
836;0.34;0.34;0.34;0.4;0.4;0.4
837;0.34;0.34;0.34;0.4;0.4;0.4
838;0.34;0.34;0.34;0.4;0.4;0.4
839;0.34;0.34;0.34;0.4;0.4;0.4
840;0.34;0.34;0.34;0.4;0.4;0.4
841;0.34;0.34;0.34;0.4;0.4;0.4
842;0.34;0.34;0.34;0.4;0.4;0.4
843;0.34;0.34;0.34;0.4;0.4;0.4
844;0.34;0.34;0.34;0.4;0.4;0.4
845;0.34;0.34;0.34;0.4;0.4;0.4
846;0.34;0.34;0.34;0.4;0.4;0.4
847;0.34;0.34;0.34;0.4;0.4;0.4
848;0.34;0.34;0.34;0.4;0.4;0.4
849;0.34;0.34;0.34;0.4;0.4;0.4
850;0.34;0.34;0.34;0.4;0.4;0.4
851;0.34;0.34;0.34;0.4;0.4;0.4
852;0.34;0.34;0.34;0.4;0.4;0.4
853;0.34;0.34;0.34;0.4;0.4;0.4
854;0.34;0.34;0.34;0.4;0.4;0.4
855;0.34;0.34;0.34;0.4;0.4;0.4
856;0.34;0.34;0.34;0.4;0.4;0.4
857;0.34;0.34;0.34;0.4;0.4;0.4
858;0.34;0.34;0.34;0.4;0.4;0.4
859;0.34;0.34;0.34;0.4;0.4;0.4
860;0.34;0.34;0.34;0.4;0.4;0.4
861;0.34;0.34;0.34;0.4;0.4;0.4
862;0.34;0.34;0.34;0.4;0.4;0.4
863;0.34;0.34;0.34;0.4;0.4;0.4
864;0.34;0.34;0.34;0.4;0.4;0.4
865;0.34;0.34;0.34;0.4;0.4;0.4
866;0.34;0.34;0.34;0.4;0.4;0.4
867;0.34;0.34;0.34;0.4;0.4;0.4
868;0.34;0.34;0.34;0.4;0.4;0.4
869;0.34;0.34;0.34;0.4;0.4;0.4
870;0.34;0.34;0.34;0.4;0.4;0.4
871;0.34;0.34;0.34;0.4;0.4;0.4
872;0.34;0.34;0.34;0.4;0.4;0.4
873;0.34;0.34;0.34;0.4;0.4;0.4
874;0.34;0.34;0.34;0.4;0.4;0.4
875;0.34;0.34;0.34;0.4;0.4;0.4
876;0.34;0.34;0.34;0.4;0.4;0.4
877;0.34;0.34;0.34;0.4;0.4;0.4
878;0.34;0.34;0.34;0.4;0.4;0.4
879;0.34;0.34;0.34;0.4;0.4;0.4
880;0.34;0.34;0.34;0.4;0.4;0.4
881;0.34;0.34;0.34;0.4;0.4;0.4
882;0.34;0.34;0.34;0.4;0.4;0.4
883;0.34;0.34;0.34;0.4;0.4;0.4
884;0.34;0.34;0.34;0.4;0.4;0.4
885;0.34;0.34;0.34;0.4;0.4;0.4
886;0.34;0.34;0.34;0.4;0.4;0.4
887;0.34;0.34;0.34;0.4;0.4;0.4
888;0.34;0.34;0.34;0.4;0.4;0.4
889;0.34;0.34;0.34;0.4;0.4;0.4
890;0.34;0.34;0.34;0.4;0.4;0.4
891;0.34;0.34;0.34;0.4;0.4;0.4
892;0.34;0.34;0.34;0.4;0.4;0.4
893;0.34;0.34;0.34;0.4;0.4;0.4
894;0.34;0.34;0.34;0.4;0.4;0.4
895;0.34;0.34;0.34;0.4;0.4;0.4
896;0.34;0.34;0.34;0.4;0.4;0.4
897;0.34;0.34;0.34;0.4;0.4;0.4
898;0.34;0.34;0.34;0.4;0.4;0.4
899;0.34;0.34;0.34;0.4;0.4;0.4
900;0.34;0.34;0.34;0.4;0.4;0.4
901;0.34;0.34;0.34;0.4;0.4;0.4
902;0.34;0.34;0.34;0.4;0.4;0.4
903;0.34;0.34;0.34;0.4;0.4;0.4
904;0.34;0.34;0.34;0.4;0.4;0.4
905;0.33;0.33;0.33;0.4;0.4;0.4
906;0.33;0.33;0.33;0.4;0.4;0.4
907;0.33;0.33;0.33;0.4;0.4;0.4
908;0.33;0.33;0.33;0.4;0.4;0.4
909;0.33;0.33;0.33;0.4;0.4;0.4
910;0.33;0.33;0.33;0.4;0.4;0.4
911;0.33;0.33;0.33;0.4;0.4;0.4
912;0.33;0.33;0.33;0.4;0.4;0.4
913;0.33;0.33;0.33;0.4;0.4;0.4
914;0.33;0.33;0.33;0.4;0.4;0.4
915;0.33;0.33;0.33;0.4;0.4;0.4
916;0.33;0.33;0.33;0.4;0.4;0.4
917;0.33;0.33;0.33;0.4;0.4;0.4
918;0.33;0.33;0.33;0.4;0.4;0.4
919;0.33;0.33;0.33;0.4;0.4;0.4
920;0.33;0.33;0.33;0.4;0.4;0.4
921;0.33;0.33;0.33;0.4;0.4;0.4
922;0.33;0.33;0.33;0.4;0.4;0.4
923;0.33;0.33;0.33;0.4;0.4;0.4
924;0.33;0.33;0.33;0.4;0.4;0.4
925;0.33;0.33;0.33;0.4;0.4;0.4
926;0.33;0.33;0.33;0.4;0.4;0.4
927;0.33;0.33;0.33;0.4;0.4;0.4
928;0.33;0.33;0.33;0.4;0.4;0.4
929;0.33;0.33;0.33;0.4;0.4;0.4
930;0.33;0.33;0.33;0.4;0.4;0.4
931;0.33;0.33;0.33;0.4;0.4;0.4
932;0.33;0.33;0.33;0.4;0.4;0.4
933;0.33;0.33;0.33;0.4;0.4;0.4
934;0.33;0.33;0.33;0.4;0.4;0.4
935;0.33;0.33;0.33;0.4;0.4;0.4
936;0.33;0.33;0.33;0.4;0.4;0.4
937;0.33;0.33;0.33;0.4;0.4;0.4
938;0.33;0.33;0.33;0.4;0.4;0.4
939;0.33;0.33;0.33;0.4;0.4;0.4
940;0.33;0.33;0.33;0.4;0.4;0.4
941;0.33;0.33;0.33;0.4;0.4;0.4
942;0.33;0.33;0.33;0.4;0.4;0.4
943;0.33;0.33;0.33;0.4;0.4;0.4
944;0.33;0.33;0.33;0.4;0.4;0.4
945;0.33;0.33;0.33;0.4;0.4;0.4
946;0.33;0.33;0.33;0.4;0.4;0.4
947;0.33;0.33;0.33;0.4;0.4;0.4
948;0.33;0.33;0.33;0.4;0.4;0.4
949;0.33;0.33;0.33;0.4;0.4;0.4
950;0.33;0.33;0.33;0.4;0.4;0.4
951;0.33;0.33;0.33;0.4;0.4;0.4
952;0.33;0.33;0.33;0.4;0.4;0.4
953;0.33;0.33;0.33;0.4;0.4;0.4
954;0.33;0.33;0.33;0.4;0.4;0.4
955;0.33;0.33;0.33;0.4;0.4;0.4
956;0.33;0.33;0.33;0.4;0.4;0.4
957;0.33;0.33;0.33;0.4;0.4;0.4
958;0.33;0.33;0.33;0.4;0.4;0.4
959;0.33;0.33;0.33;0.4;0.4;0.4
960;0.33;0.33;0.33;0.4;0.4;0.4
961;0.33;0.33;0.33;0.4;0.4;0.4
962;0.33;0.33;0.33;0.4;0.4;0.4
963;0.33;0.33;0.33;0.4;0.4;0.4
964;0.33;0.33;0.33;0.4;0.4;0.4
965;0.33;0.33;0.33;0.4;0.4;0.4
966;0.33;0.33;0.33;0.4;0.4;0.4
967;0.33;0.33;0.33;0.4;0.4;0.4
968;0.33;0.33;0.33;0.4;0.4;0.4
969;0.33;0.33;0.33;0.4;0.4;0.4
970;0.33;0.33;0.33;0.4;0.4;0.4
971;0.33;0.33;0.33;0.4;0.4;0.4
972;0.33;0.33;0.33;0.4;0.4;0.4
973;0.33;0.33;0.33;0.4;0.4;0.4
974;0.33;0.33;0.33;0.4;0.4;0.4
975;0.33;0.33;0.33;0.4;0.4;0.4
976;0.33;0.33;0.33;0.4;0.4;0.4
977;0.33;0.33;0.33;0.4;0.4;0.4
978;0.33;0.33;0.33;0.4;0.4;0.4
979;0.33;0.33;0.33;0.4;0.4;0.4
980;0.33;0.33;0.33;0.4;0.4;0.4
981;0.33;0.33;0.33;0.4;0.4;0.4
982;0.33;0.33;0.33;0.4;0.4;0.4
983;0.33;0.33;0.33;0.4;0.4;0.4
984;0.33;0.33;0.33;0.4;0.4;0.4
985;0.33;0.33;0.33;0.4;0.4;0.4
986;0.33;0.33;0.33;0.4;0.4;0.4
987;0.33;0.33;0.33;0.39;0.39;0.39
988;0.33;0.33;0.33;0.39;0.39;0.39
989;0.33;0.33;0.33;0.39;0.39;0.39
990;0.33;0.33;0.33;0.39;0.39;0.39
991;0.33;0.33;0.33;0.39;0.39;0.39
992;0.33;0.33;0.33;0.39;0.39;0.39
993;0.33;0.33;0.33;0.39;0.39;0.39
994;0.33;0.33;0.33;0.39;0.39;0.39
995;0.33;0.33;0.33;0.39;0.39;0.39
996;0.33;0.33;0.33;0.39;0.39;0.39
997;0.33;0.33;0.33;0.39;0.39;0.39
998;0.33;0.33;0.33;0.39;0.39;0.39
999;0.33;0.33;0.33;0.39;0.39;0.39
