;0;0
0;275.59;209.34
1;264.83;204.54
2;255.62;200.87
3;248.82;197.34
4;241.43;193.22
5;234.77;189.26
6;228.86;187.08
7;223.52;183.92
8;216.75;180.91
9;213.77;178.33
