;0;0
0;275.59;275.59
1;264.83;264.83
2;255.62;255.62
3;248.82;244.28
4;241.43;236.5
5;234.77;229.72
6;228.86;223.85
7;223.52;218.57
8;216.75;213.6
9;213.77;209.13
