;expVisits_mean;expVisits_min;expVisits_max
0;44.48;44.48;44.48
1;42.61;42.61;42.61
2;40.97;40.97;40.97
3;39.94;39.94;39.94
4;38.53;38.53;38.53
5;37.61;37.61;37.61
6;36.76;36.76;36.76
7;36.07;36.07;36.07
8;35.85;35.85;35.85
9;35.5;35.5;35.5
