;0;0
0;19.67;19.67
1;19.66;19.66
2;19.66;19.66
3;19.65;19.65
4;19.64;19.65
5;19.64;19.64
6;19.64;19.63
7;19.63;19.62
8;19.61;19.61
9;19.6;19.6
