;derivative_mean;derivative_min;derivative_max;expVisits_mean;expVisits_min;expVisits_max;samples_mean;samples_min;samples_max;random_mean;random_min;random_max
57;128.08333333333334;126.38;130.59;145.70666666666668;144.53;147.54;185.92333333333332;183.14;190.04;205.41;196.23;210.08
58;127.02;125.44;129.56;143.57666666666668;142.38;145.47;185.80999999999997;183.03;189.91;204.1833333333333;195.97;209.06
59;125.98;124.36;128.51;142.60999999999999;141.63;144.06;185.50666666666666;182.67;189.72;203.4766666666667;194.55;208.77
60;124.90666666666668;123.41;127.45;141.45666666666668;140.62;143.0;185.39333333333335;182.56;189.59;202.0333333333333;194.35;206.7
61;123.87666666666667;122.37;126.51;141.02333333333334;139.96;142.59;184.39666666666668;181.38;188.86;200.44333333333336;193.13;204.61
62;122.90666666666668;121.39;125.53;140.24666666666667;139.76;141.1;183.26333333333332;180.28;187.77;200.17666666666665;192.7;204.33
63;121.98;120.5;124.7;139.11333333333334;138.3;140.6;183.1;180.12;187.61;199.62333333333333;192.02;204.07
64;120.94333333333333;119.36;123.9;138.4366666666667;137.4;139.96;182.84333333333333;179.84;187.35;197.20333333333335;187.66;202.22
65;120.20666666666666;118.37;123.03;137.61666666666667;136.89;138.91;182.63666666666666;179.65;187.13;195.85666666666665;185.41;201.12
66;119.32333333333332;117.52;122.11;136.9466666666667;135.98;138.24;181.88666666666666;178.9;186.37;195.54;184.94;200.99
67;118.45666666666666;116.67;121.31;136.23333333333335;135.27;137.28;181.81333333333336;178.84;186.26;194.50333333333333;184.48;200.79
68;117.48;115.96;119.9;135.9;134.99;137.13;181.5566666666667;178.61;185.98;193.58666666666667;184.37;200.58
69;116.47666666666667;114.78;118.86;135.57666666666665;134.57;136.94;181.49333333333334;178.55;185.91;192.53333333333333;184.16;200.17
70;115.73333333333333;113.99;117.97;134.72666666666666;133.84;136.5;181.29333333333332;178.32;185.7;191.89;184.02;198.5
71;114.80666666666667;113.21;116.81;133.9333333333333;132.74;135.91;180.35000000000002;177.43;184.59;190.90666666666667;183.91;196.1
72;113.95666666666666;112.38;116.0;133.49;132.18;135.68;179.86666666666667;176.87;184.1;190.21666666666667;183.76;195.25
73;113.38;111.56;115.57;132.62666666666667;131.77;133.94;179.63;176.69;183.9;189.84666666666666;183.36;194.66
74;112.68333333333334;110.94;114.84;132.02;131.35;132.85;179.41333333333333;176.44;183.72;189.28666666666666;183.33;193.33
75;111.93666666666667;110.22;114.08;131.13;130.26;132.36;179.31666666666663;176.31;183.66;189.0566666666667;183.11;193.01
76;110.90666666666668;109.61;113.04;130.04;128.48;131.27;178.68999999999997;175.64;183.13;188.33666666666667;182.91;191.53
77;110.32;108.95;112.37;129.63666666666666;128.32;131.03;177.61333333333334;174.42;182.08;185.57000000000002;182.09;187.8
78;109.69;108.48;111.6;128.88333333333333;127.85;130.72;177.25666666666666;174.08;181.71;185.28333333333333;181.82;187.32
79;108.85000000000001;107.84;110.42;128.36666666666667;127.16;130.35;177.07333333333335;173.93;181.54;183.65333333333334;181.65;186.46
80;108.09333333333332;107.07;109.72;127.90666666666665;126.77;129.63;176.6933333333333;173.7;181.12;183.21333333333334;181.25;186.07
81;107.37666666666667;106.4;108.87;126.52333333333333;125.6;128.05;176.26999999999998;173.32;180.7;182.66333333333333;180.83;185.78
82;106.67666666666666;105.66;108.21;125.75;124.49;127.59;175.61;172.68;180.02;182.51666666666665;180.42;185.78
83;106.05;104.89;107.44;125.14333333333333;123.8;126.8;175.2833333333333;172.35;179.69;182.32000000000002;180.38;185.62
84;105.36666666666667;104.14;106.76;124.53000000000002;123.59;125.91;174.50333333333333;171.53;178.9;181.41333333333333;178.55;185.28
85;104.64333333333333;103.5;106.13;124.21;123.25;125.69;172.73333333333332;169.69;177.17;180.58666666666667;178.22;185.2
86;103.94000000000001;102.9;105.22;123.84666666666665;122.85;125.28;168.60999999999999;165.33;173.05;179.29;174.81;184.95
87;103.40666666666668;102.4;104.65;123.49666666666667;122.66;125.08;166.50333333333333;163.31;170.86;179.07000000000002;174.26;184.88
88;102.89666666666666;102.03;104.07;123.14666666666666;122.26;124.75;166.48666666666668;163.3;170.84;178.05000000000004;172.05;184.44
89;102.26333333333334;101.3;103.44;122.45666666666666;121.59;124.01;166.45333333333335;163.27;170.8;177.17666666666665;170.2;183.86
90;101.72333333333334;101.11;102.67;121.73333333333333;121.0;123.17;164.42333333333332;161.26;168.83;176.63666666666668;170.18;183.08
91;101.19666666666666;100.5;102.02;121.27333333333333;120.2;123.01;164.21;161.06;168.6;176.08;169.02;182.99
92;100.70666666666666;99.86;101.53;120.82000000000001;119.76;122.62;163.3033333333333;160.43;167.42;175.70666666666668;168.95;182.35
93;100.24;99.33;101.09;120.53333333333335;119.66;122.16;161.5533333333333;158.7;165.53;175.08;168.92;180.93
94;99.8;98.84;100.78;120.09333333333332;119.06;121.63;161.25333333333333;158.39;165.23;174.33666666666667;168.89;179.02
95;99.23666666666668;98.31;100.14;119.30666666666667;118.75;120.38;158.31;155.38;162.24;173.79666666666665;168.88;177.67
96;98.65333333333332;97.77;99.53;118.99333333333334;118.52;119.8;158.13333333333333;155.25;161.99;171.73333333333335;166.45;174.96
97;98.01666666666665;97.35;98.95;118.59333333333332;118.29;119.19;155.3733333333333;153.2;158.94;171.48;166.02;174.92
98;97.63666666666666;97.06;98.69;118.25999999999999;117.83;119.0;155.0666666666667;152.85;158.47;169.81666666666666;165.82;172.24
99;97.05666666666667;96.48;98.0;117.79333333333334;117.04;118.71;152.71666666666667;150.19;156.01;169.54666666666665;165.65;171.82
