;0;0
0;276.94;210.37
1;266.12;205.55
2;256.87;201.85
3;250.04;198.31
4;242.61;194.17
5;235.92;190.18
6;229.98;187.99
7;224.61;184.82
8;217.82;181.79
9;214.82;179.21
