;0
0;275.59
1;269.13
2;264.44
3;260.85
4;256.19
5;252.61
6;247.88
7;238.55
8;235.91
9;231.7
10;229.65
11;226.58
12;224.27
13;218.38
14;216.22
15;214.71
16;213.1
17;211.17
18;207.18
19;204.76
20;203.39
21;198.35
22;196.41
23;193.13
24;192.03
25;190.9
26;189.33
27;187.96
28;186.97
29;184.4
30;183.63
31;181.9
32;178.61
33;177.68
34;176.51
35;174.2
36;168.2
37;167.55
38;166.41
39;165.59
40;165.01
41;164.14
42;162.52
43;161.52
44;159.42
45;158.92
46;158.04
47;157.48
48;152.15
49;150.07
50;148.8
51;148.37
52;147.69
53;147.29
54;146.95
55;146.4
56;145.97
57;144.95
58;144.41
59;144.07
60;143.18
61;141.73
62;140.74
63;138.13
64;137.78
65;137.5
66;137.02
67;135.51
68;135.13
69;134.41
70;134.16
71;133.75
72;133.19
73;132.58
74;132.32
75;131.87
76;128.94
77;126.42
78;125.4
79;124.78
80;124.54
81;124.15
82;123.93
83;123.63
84;122.61
85;122.17
86;121.98
87;121.45
88;121.24
89;120.87
90;120.65
91;120.15
92;118.76
93;118.5
94;118.32
95;117.5
96;117.04
97;116.83
98;116.35
99;116.17
100;116.03
101;115.27
102;115.13
103;114.84
104;114.24
105;114.06
106;113.68
107;111.64
108;111.33
109;111.21
110;110.9
111;110.66
112;110.47
113;110.33
114;109.11
115;108.42
116;108.18
117;107.89
118;107.77
119;107.57
120;106.51
121;106.28
122;106.13
123;105.49
124;105.38
125;105.09
126;104.98
127;103.6
128;103.42
129;102.88
130;102.61
131;101.2
132;101.03
133;100.74
134;100.62
135;100.52
136;100.29
137;99.87
138;99.78
139;99.6
140;99.42
141;99.28
142;99.06
143;98.97
144;98.52
145;98.35
146;98.26
147;97.86
148;97.68
149;97.56
150;97.4
151;97.34
152;95.88
153;95.75
154;94.68
155;94.62
156;94.22
157;94.04
158;93.71
159;93.51
160;93.41
161;93.3
162;93.24
163;93.06
164;92.65
165;92.32
166;91.96
167;91.89
168;91.76
169;91.68
170;91.58
171;91.41
172;91.2
173;91.14
174;90.96
175;90.9
176;90.28
177;90.02
178;89.84
179;89.71
180;89.25
181;88.96
182;88.88
183;88.82
184;88.67
185;88.6
186;88.54
187;88.43
188;88.31
189;88.22
190;87.74
191;87.69
192;87.54
193;86.82
194;86.48
195;86.42
196;86.19
197;86.11
198;85.95
199;85.71
200;85.58
201;85.52
202;85.41
203;85.36
204;84.89
205;84.75
206;84.38
207;84.33
208;84.24
209;84.18
210;84.1
