;derivative_mean;derivative_min;derivative_max;expVisits_mean;expVisits_min;expVisits_max;samples_mean;samples_min;samples_max;random_mean;random_min;random_max
18;195.294;187.89;202.72;207.54599999999996;201.55;213.04;235.862;223.82;270.43;262.466;251.59;275.8
19;192.33899999999997;185.1;199.79;205.227;200.08;209.38;231.685;219.38;267.72;260.40199999999993;247.89;271.46
20;189.64899999999997;182.13;197.96;202.83599999999996;197.85;207.08;230.97799999999998;218.84;265.67;259.612;247.4;270.26
21;186.85099999999997;179.48;194.15;201.02499999999998;196.24;204.34;230.493;218.56;265.45;257.275;247.39;266.95
22;183.943;177.81;191.53;199.223;193.74;202.02;230.11699999999996;218.19;265.09;255.8;248.09;263.62
23;181.34;175.38;188.65;196.909;192.16;199.32;227.9;215.6;264.32;254.929;247.43;263.4
24;178.802;173.03;185.96;194.659;191.09;197.47;223.93400000000003;211.47;261.25;254.50899999999996;245.42;263.15
25;176.33800000000002;172.63;183.41;192.513;189.28;194.46;222.298;209.84;259.84;251.60999999999999;243.68;259.42
26;174.32000000000002;171.26;181.04;189.75799999999998;186.25;192.03;220.53000000000003;206.73;259.61;250.68500000000003;243.63;258.63
27;172.07299999999998;169.17;178.68;188.105;184.67;190.3;218.717;205.15;259.03;248.67099999999996;239.79;258.58
28;169.751;167.25;175.97;186.27100000000002;183.5;187.82;218.565;205.1;258.74;247.494;239.73;257.48
29;167.72600000000003;165.09;173.62;184.122;182.78;185.8;218.411;205.01;257.64;246.43900000000002;236.54;255.78
30;165.70300000000003;162.66;171.9;181.836;179.27;184.5;217.382;204.11;257.62;245.423;235.95;255.4
31;163.877;160.59;169.92;179.892;178.05;182.52;216.30100000000002;202.77;257.29;243.65099999999998;233.79;254.3
32;161.864;158.83;168.04;177.943;176.31;180.78;214.99899999999997;201.3;257.21;241.99199999999996;229.79;254.05
33;159.91699999999997;157.07;166.17;176.246;174.79;179.51;214.121;200.45;256.76;239.92400000000004;225.72;252.42
34;158.20800000000003;154.93;164.21;174.85700000000003;173.39;176.94;213.76699999999997;200.27;254.88;238.112;225.25;251.78
35;156.51200000000003;153.16;163.42;173.137;169.82;176.36;213.36800000000002;199.9;254.13;236.791;225.2;249.4
36;154.919;151.35;161.71;171.75799999999998;168.58;174.53;213.00099999999998;199.57;253.67;235.66400000000004;223.27;249.35
37;153.121;149.44;159.89;170.692;168.39;173.09;212.80200000000005;199.52;253.25;235.302;222.91;248.74
38;151.432;147.88;157.82;168.84100000000004;164.83;172.12;212.25799999999998;198.87;253.14;234.664;222.5;248.49
39;149.91799999999998;146.38;156.33;166.44;162.88;170.14;211.69700000000003;198.6;252.25;233.935;222.4;248.28
40;148.413;144.83;154.7;164.59599999999998;162.04;166.59;211.41899999999995;198.46;250.74;232.72300000000004;222.35;245.99
41;146.98399999999998;143.33;153.12;163.528;161.04;165.95;211.138;198.18;250.26;232.23200000000006;221.93;245.67
42;145.501;141.75;151.55;162.329;160.41;164.89;210.888;198.13;249.94;230.92499999999995;221.67;243.43
43;144.06;140.45;150.14;161.417;159.43;163.62;210.523;197.82;249.43;230.08500000000004;220.15;243.36
44;142.66799999999998;138.97;148.51;160.14700000000002;158.87;162.48;207.526;194.02;248.83;228.85;220.11;241.49
45;141.302;137.64;146.89;158.46;156.69;160.95;207.013;193.67;247.77;227.88600000000002;219.93;239.99
46;140.01899999999998;136.12;145.45;157.592;156.0;160.16;206.60100000000003;193.24;247.3;225.142;215.03;235.71
47;138.571;134.77;144.18;156.294;154.85;157.98;206.38899999999998;193.22;246.26;224.152;214.16;235.29
48;137.286;133.6;143.08;155.44400000000002;154.12;157.02;204.661;191.41;244.24;223.20699999999997;212.3;232.68
49;136.04299999999998;132.35;141.79;154.11100000000002;152.49;156.15;202.534;189.9;243.76;220.28999999999996;211.84;232.16
50;134.83300000000003;131.19;140.54;152.918;151.12;155.24;201.94800000000004;189.74;243.46;219.49200000000002;211.0;230.81
51;133.78300000000002;130.24;139.42;151.833;150.17;153.85;201.651;189.24;242.8;218.635;209.3;230.12
52;132.52299999999997;128.93;138.16;151.044;149.72;152.27;201.127;188.73;242.15;217.71099999999996;205.53;228.64
53;131.38500000000002;128.01;136.18;149.96999999999997;147.51;151.4;198.256;185.53;241.18;216.24699999999999;201.49;228.1
54;130.368;126.84;135.25;149.167;146.7;150.79;198.036;185.38;240.73;215.977;201.21;228.04
55;129.245;125.85;132.98;148.257;145.85;150.01;197.13;184.62;239.64;215.334;201.17;227.41
56;128.126;125.22;131.56;147.262;144.93;149.21;195.653;183.74;236.09;214.39000000000004;199.57;226.7
57;127.1;124.22;130.59;145.968;143.04;148.76;194.318;183.14;227.98;212.25200000000004;196.23;224.4
58;126.12399999999998;123.28;129.56;144.38299999999998;142.31;146.5;193.31300000000002;183.03;224.02;211.619;195.97;224.29
59;125.20299999999997;122.46;128.51;142.93300000000002;140.48;144.17;193.038;182.67;223.98;210.60299999999998;194.55;223.32
60;124.229;121.47;127.45;142.06;139.84;143.49;192.19800000000004;182.56;223.92;209.523;194.35;223.21
61;123.333;120.43;126.51;141.05700000000002;139.49;142.59;191.12400000000002;181.38;220.16;208.74800000000005;193.13;222.87
62;122.41299999999998;119.66;125.53;140.274;138.83;141.12;189.791;180.28;219.7;207.19500000000002;192.7;219.37
63;121.495;118.74;124.7;139.417;137.69;140.6;189.43;180.12;218.03;206.152;192.02;215.62
64;120.52299999999998;117.75;123.9;138.718;137.22;139.96;188.32299999999995;179.84;214.64;204.44800000000004;187.66;213.08
65;119.697;116.86;123.03;137.92700000000005;136.47;139.38;188.079;179.65;214.01;202.99699999999999;185.41;212.96
66;118.9;116.1;122.11;137.162;135.59;138.5;186.482;178.9;208.23;201.92200000000003;184.94;212.44
67;118.022;115.41;121.31;136.512;135.27;137.44;186.358;178.84;208.02;201.391;184.48;210.96
68;117.082;114.58;119.9;135.951;133.95;137.13;185.31;178.61;200.08;200.66500000000002;184.37;209.94
69;116.19800000000002;113.47;118.86;135.544;133.66;136.94;185.132;178.55;198.96;199.56900000000002;184.16;209.03
70;115.36499999999998;112.5;117.97;134.93800000000002;133.09;136.5;184.277;178.32;194.32;199.047;184.02;208.85
71;114.628;111.71;117.19;134.344;132.71;135.91;182.98000000000002;177.43;193.61;198.11700000000002;183.91;208.64
72;113.79400000000001;110.98;116.32;133.94;132.17;135.68;182.11599999999999;176.87;189.96;197.07599999999996;183.76;208.46
73;113.102;110.32;115.57;133.22199999999998;131.74;134.39;181.819;176.69;189.94;196.525;183.36;208.11
74;112.354;109.6;114.84;132.561;131.35;133.9;181.115;176.44;186.03;195.50500000000002;183.33;208.08
75;111.71900000000001;108.99;114.37;131.752;129.89;133.08;180.988;176.31;185.58;194.69099999999997;183.11;204.29
76;110.907;108.19;113.61;130.88500000000002;128.48;132.48;180.439;175.64;184.97;193.465;182.91;203.48
77;110.225;107.4;112.77;130.382;128.32;132.0;179.49700000000004;174.42;184.84;191.636;180.16;203.41
78;109.543;106.75;112.03;129.518;127.83;131.23;178.909;174.08;182.65;190.68200000000002;179.99;203.01
79;108.73700000000001;106.19;111.2;128.64700000000002;126.5;130.5;178.27400000000003;173.93;181.54;190.01999999999998;179.14;202.74
80;107.99199999999999;105.39;110.67;127.86500000000001;125.7;129.63;177.84700000000004;173.7;181.12;188.89499999999998;173.69;202.71
81;107.28500000000001;104.49;110.1;127.17999999999998;125.3;128.66;177.39000000000001;173.32;180.7;187.859;171.02;202.48
82;106.46399999999998;103.94;109.01;126.37099999999998;124.49;127.59;176.606;172.68;180.02;187.10999999999999;169.94;202.31
83;105.84499999999998;103.29;108.48;125.923;123.8;126.99;176.311;172.35;179.69;186.456;169.73;201.67
84;105.20599999999999;102.59;107.84;125.36800000000001;123.59;126.54;175.69199999999998;171.53;178.9;184.982;168.02;199.25
85;104.51199999999999;101.96;107.24;124.804;123.25;125.8;174.11999999999995;169.69;177.17;184.41200000000003;167.86;198.09
86;103.83699999999999;101.37;106.55;124.444;122.85;125.42;170.717;165.33;174.33;183.48999999999998;167.62;197.61
87;103.252;100.68;106.0;124.03800000000001;122.42;125.2;168.916;163.31;174.25;182.871;167.44;197.5
88;102.61099999999999;100.19;105.16;123.67699999999999;122.06;124.81;168.833;163.3;174.1;182.371;167.19;197.14
89;102.06400000000001;100.01;104.54;123.12799999999997;121.21;124.19;168.796;163.27;174.06;181.72899999999998;167.05;196.86
90;101.53599999999999;99.32;103.76;122.41900000000001;120.99;123.43;167.11800000000002;161.26;173.87;180.454;165.79;192.93
91;101.017;98.78;103.24;122.00700000000002;120.2;123.11;166.69300000000004;161.06;171.65;180.05900000000003;165.31;192.8
92;100.40100000000001;98.21;102.55;121.47299999999998;119.76;122.62;165.94199999999998;160.43;171.59;179.23200000000003;165.27;192.69
93;99.918;97.57;102.11;121.026;119.66;122.16;164.47299999999998;158.7;171.18;178.82099999999997;165.16;192.42
94;99.333;97.0;101.28;120.543;119.06;121.63;164.197;158.39;171.05;178.34500000000003;164.36;191.98
95;98.77000000000001;96.33;100.77;119.978;118.24;120.94;161.712;155.38;170.66;177.73799999999997;163.22;191.26
96;98.228;96.14;100.06;119.648;117.68;120.69;161.422;155.25;170.5;176.30400000000003;163.13;190.39
97;97.684;95.69;99.51;119.30199999999999;117.47;120.29;158.95499999999998;153.2;170.46;175.943;162.73;189.64
98;97.19399999999999;95.13;98.92;118.851;117.11;119.87;158.648;152.85;170.27;175.51899999999998;162.7;189.43
99;96.583;94.56;98.33;118.359;116.16;119.49;156.47199999999998;150.19;168.47;174.946;162.36;189.26
100;96.09899999999999;94.01;97.9;117.804;115.84;119.15;155.84099999999998;149.69;167.71;174.695;162.3;189.08
101;95.59400000000001;93.46;97.37;117.33500000000001;115.58;118.59;154.41299999999998;147.0;167.44;173.769;162.0;189.01
102;95.08000000000001;92.95;96.81;116.951;115.31;118.31;154.36;146.98;167.42;173.14;161.87;188.64
103;94.638;92.71;96.29;116.374;114.58;117.59;152.434;144.99;166.9;172.305;159.4;188.31
104;94.168;92.5;95.8;115.71999999999998;114.07;117.19;152.14100000000002;144.75;166.4;171.572;159.36;187.77
105;93.689;92.06;95.47;115.348;113.83;116.24;151.936;144.58;166.29;170.911;156.98;187.61
106;93.24400000000001;91.65;94.96;114.998;113.18;116.15;151.774;144.46;166.11;169.91799999999998;156.53;187.25
107;92.83899999999998;91.16;94.44;114.548;112.71;115.76;150.73200000000003;143.22;165.7;169.573;156.51;186.7
108;92.409;90.69;93.86;114.123;112.33;115.2;148.89400000000003;141.25;163.87;169.041;155.69;186.56
109;91.953;90.74;93.43;113.75;112.23;114.76;147.98200000000003;140.28;163.68;168.08499999999998;154.89;186.59
110;91.381;90.33;92.98;113.354;111.97;114.24;146.789;138.09;163.12;167.073;154.89;186.49
111;90.943;89.88;92.53;113.07199999999997;111.74;114.0;145.829;137.13;162.67;165.54500000000002;154.48;183.99
112;90.59700000000001;89.44;92.15;112.84099999999998;111.55;113.68;145.763;137.11;162.5;164.926;153.36;183.89
113;90.13300000000001;88.87;91.7;112.49000000000001;111.16;113.44;145.698;137.14;162.03;164.46300000000002;153.35;183.85
114;89.701;88.43;91.29;112.19500000000002;110.71;113.19;145.148;136.6;162.02;164.073;152.56;183.66
115;89.29499999999999;88.13;90.72;111.81999999999998;110.4;113.02;144.748;135.95;161.86;163.57;151.53;183.56
116;88.82200000000002;87.7;90.41;111.48899999999999;110.05;112.53;144.13799999999998;135.27;161.82;162.753;150.11;183.19
117;88.436;87.2;90.0;111.18499999999999;109.81;112.36;143.723;134.86;161.71;162.20999999999998;149.31;183.09
118;88.081;86.81;89.73;110.728;109.54;111.7;143.573;134.8;161.03;161.70499999999998;149.24;182.98
119;87.684;86.45;89.23;110.321;108.78;111.46;143.388;134.63;160.77;160.90300000000002;149.04;180.38
120;87.274;86.07;88.81;109.941;108.33;111.33;143.214;134.5;160.6;160.21299999999997;149.0;180.21
121;86.89200000000001;85.68;88.41;109.65299999999999;108.13;111.09;143.13699999999997;134.43;160.56;159.882;148.61;180.19
122;86.51799999999999;85.35;88.01;109.21;107.61;110.54;142.876;134.14;160.51;159.39100000000002;147.91;179.8
123;86.12499999999999;84.94;87.52;108.859;107.43;110.14;142.613;133.98;160.2;158.565;144.09;178.17
124;85.815;84.59;87.32;108.519;106.88;109.76;142.488;133.91;159.54;157.80299999999997;143.34;177.99
125;85.407;84.21;87.31;108.24600000000001;106.67;109.49;142.357;133.78;159.31;157.19400000000002;143.25;177.98
126;85.034;83.74;87.0;107.90299999999999;106.37;108.98;142.25199999999998;133.76;159.22;156.621;142.98;177.93
127;84.648;83.4;86.5;107.50699999999999;105.55;108.94;142.099;133.61;159.07;156.263;142.64;177.35
128;84.24199999999999;82.93;86.09;107.178;105.48;108.14;140.673;131.81;158.85;155.61100000000002;142.38;174.37
129;83.85800000000002;82.52;85.49;106.81500000000001;105.26;107.94;140.42800000000003;131.61;158.39;154.676;142.2;174.32
130;83.447;82.2;85.12;106.603;104.92;107.74;140.223;131.41;158.24;153.435;141.18;174.3
131;83.11399999999999;81.82;84.75;106.346;104.69;107.53;140.095;131.38;157.81;152.91;141.18;170.9
132;82.82;81.5;84.43;106.11000000000001;104.51;107.01;139.33499999999998;131.45;156.94;152.263;141.09;169.39
133;82.52199999999998;81.29;84.08;105.82300000000001;104.03;106.83;138.415;130.85;156.73;151.555;141.04;169.36
134;82.143;81.04;83.63;105.59100000000001;103.97;106.4;138.15499999999997;130.77;156.67;151.457;141.0;170.34
135;81.85;80.77;83.4;105.377;103.64;106.16;138.03400000000002;130.72;156.42;150.862;140.54;170.18
136;81.502;80.48;83.05;105.06200000000001;103.54;106.01;137.78199999999998;130.43;156.14;149.965;140.19;169.84
137;81.173;80.17;82.58;104.70599999999999;103.34;105.66;136.37400000000002;129.26;155.68;149.804;139.55;169.75
138;80.861;79.77;82.3;104.42999999999999;103.11;105.49;136.252;129.18;155.48;149.344;139.4;169.63
139;80.56200000000001;79.46;81.95;104.13499999999999;102.62;105.04;135.834;128.72;154.97;148.79299999999998;139.16;168.73
140;80.254;79.11;81.67;103.84700000000001;102.13;104.62;134.95499999999998;127.97;153.16;148.515;138.09;168.41
141;79.955;78.89;81.25;103.50399999999999;101.81;104.36;134.30900000000003;127.68;149.3;148.022;137.68;167.31
142;79.63600000000001;78.58;81.0;103.138;101.25;104.22;133.77399999999997;127.62;147.42;147.76399999999998;137.32;167.26
143;79.34200000000001;78.09;80.67;102.87899999999999;101.18;103.96;133.60899999999998;127.4;147.4;147.222;135.7;167.1
144;79.042;77.76;80.32;102.59900000000002;100.93;103.43;133.296;127.35;147.37;147.00900000000001;135.41;166.85
145;78.73700000000001;77.4;80.05;102.40799999999999;100.77;103.28;132.69;126.71;145.62;146.07199999999997;135.28;166.78
146;78.38500000000002;76.91;79.7;102.13900000000001;100.59;103.11;132.03900000000002;126.18;145.41;145.507;134.08;166.47
147;78.119;76.66;79.41;101.83600000000001;100.36;102.89;131.83599999999998;126.08;144.75;145.214;133.55;165.6
148;77.786;76.36;79.13;101.692;100.22;102.74;131.491;125.92;143.24;144.61499999999998;133.46;165.54
149;77.47699999999999;76.23;78.83;101.378;100.08;102.46;131.36399999999998;125.8;142.99;144.13799999999998;133.39;162.56
150;77.214;75.94;78.52;101.16599999999998;99.75;102.16;130.63900000000004;125.47;140.59;143.541;133.32;161.92
151;76.92099999999999;75.61;78.16;100.984;99.49;101.82;130.543;125.39;140.4;143.2;133.27;160.0
152;76.66300000000001;75.32;77.97;100.68900000000001;99.11;101.79;130.138;125.31;137.47;142.88500000000002;132.95;159.62
153;76.362;74.97;77.71;100.45600000000002;98.72;101.6;130.06299999999996;125.28;137.06;141.87599999999998;131.01;159.32
154;76.069;74.71;77.44;100.21199999999999;98.64;101.19;129.65800000000002;125.2;134.93;141.37400000000002;129.97;158.85
155;75.771;74.44;77.16;100.05099999999999;98.52;100.95;128.98399999999998;124.6;134.71;140.948;128.9;158.82
156;75.509;74.19;76.88;99.83;98.17;100.75;128.599;124.45;133.35;140.576;127.55;157.65
157;75.198;73.92;76.59;99.638;98.01;100.6;128.403;124.37;133.36;139.98899999999998;127.26;157.43
158;74.92999999999999;73.64;76.31;99.373;97.94;100.3;128.001;124.29;131.38;139.48600000000002;127.25;157.26
159;74.717;73.44;76.05;99.12;97.8;100.13;127.936;124.28;131.16;138.902;127.13;155.38
160;74.455;73.28;75.71;98.86300000000001;97.44;100.07;127.67800000000003;124.06;130.92;138.417;126.05;155.32
161;74.183;73.06;75.42;98.684;97.27;99.72;127.23700000000004;123.61;130.77;137.834;125.97;154.89
162;73.933;72.75;75.16;98.478;97.04;99.48;126.957;123.45;129.73;137.236;125.52;154.82
163;73.64200000000001;72.39;74.87;98.246;96.85;99.15;126.671;123.37;129.47;136.51399999999998;125.48;154.54
164;73.33000000000001;72.09;74.59;98.05000000000001;96.7;99.1;126.431;123.3;129.28;135.761;125.08;152.99
165;73.144;71.77;74.45;97.886;96.5;98.82;126.16400000000002;123.04;129.04;134.736;125.02;151.65
166;72.85799999999999;71.34;74.32;97.65100000000001;96.36;98.76;125.74000000000001;122.73;128.7;134.155;124.36;151.21
167;72.656;71.12;74.06;97.50399999999999;96.35;98.57;125.59;122.56;128.53;133.475;124.1;150.7
168;72.40900000000002;70.89;73.78;97.184;95.91;98.24;125.28800000000001;122.19;128.21;132.902;123.8;150.27
169;72.164;70.77;73.57;97.038;95.75;98.0;124.41499999999999;121.3;127.55;132.442;123.57;148.93
170;71.9;70.56;73.32;96.86;95.61;97.97;122.672;119.18;125.15;132.04300000000003;123.56;148.91
171;71.659;70.29;73.07;96.674;95.39;97.81;121.699;118.06;124.91;131.48600000000002;123.23;148.83
172;71.456;70.18;72.9;96.44200000000001;95.18;97.43;121.65299999999998;118.05;124.82;131.01399999999998;123.21;148.72
173;71.23800000000001;69.94;72.86;96.272;94.87;97.33;121.626;118.03;124.8;130.71300000000002;123.29;148.69
174;71.02700000000002;69.68;72.82;96.047;94.72;97.18;120.76699999999998;116.99;124.7;130.273;122.34;148.36
175;70.816;69.52;72.64;95.844;94.64;96.88;120.54099999999998;116.86;123.52;129.70499999999998;122.17;145.29
176;70.582;69.32;72.43;95.71700000000001;94.54;96.73;120.103;116.42;123.32;129.267;121.44;144.95
177;70.35999999999999;69.12;72.19;95.549;94.35;96.47;119.311;115.47;123.16;128.673;121.14;143.91
178;70.136;68.91;72.06;95.27600000000001;94.24;96.33;119.152;115.29;123.15;128.21999999999997;120.24;143.64
179;69.889;68.67;71.81;95.084;94.13;96.14;117.793;113.96;122.77;127.668;119.79;143.37
180;69.67;68.42;71.7;94.83699999999999;93.73;95.9;117.623;113.85;122.43;127.32599999999998;119.52;143.14
181;69.442;68.14;71.47;94.663;93.64;95.83;115.96100000000001;111.95;122.42;127.05600000000001;118.43;142.94
182;69.21099999999998;67.84;71.26;94.50399999999999;93.58;95.38;115.774;111.81;122.32;126.78299999999999;118.19;142.85
183;69.00000000000001;67.62;71.04;94.32000000000001;93.45;95.21;114.71899999999998;110.39;121.86;126.47900000000001;117.16;142.8
184;68.839;67.35;70.82;94.199;93.13;95.07;114.295;110.13;120.91;126.05900000000001;116.84;142.65
185;68.64200000000001;67.12;70.8;93.98600000000002;92.87;94.96;113.44500000000001;109.29;120.76;125.54099999999998;115.22;142.51
186;68.45;66.89;70.6;93.847;92.81;94.64;113.40799999999999;109.28;120.75;125.18499999999999;115.22;142.13
187;68.23400000000001;66.69;70.39;93.66499999999999;92.6;94.58;112.28000000000002;108.05;119.95;124.583;115.2;141.8
188;68.01700000000001;66.55;70.16;93.474;92.48;94.27;112.07200000000003;107.91;119.64;124.03;114.19;141.67
189;67.819;66.37;69.94;93.26799999999999;92.12;94.07;111.946;107.74;119.63;123.55499999999999;113.69;141.45
190;67.62;65.99;69.77;93.11500000000001;91.99;93.84;111.874;107.64;119.54;123.301;113.64;141.18
191;67.41999999999999;65.81;69.57;92.95599999999999;91.82;93.69;111.316;106.98;119.51;123.072;113.4;140.98
192;67.254;65.6;69.36;92.75399999999999;91.55;93.63;110.303;105.9;119.24;122.59799999999998;112.35;140.88
193;67.05099999999999;65.39;69.14;92.568;91.43;93.41;109.822;105.29;118.89;122.24900000000002;111.83;140.84
194;66.88999999999999;65.32;69.0;92.42699999999999;91.33;93.29;109.28100000000002;104.66;118.83;121.28099999999999;111.08;138.06
195;66.69300000000001;65.09;68.8;92.29600000000002;91.2;93.19;108.67699999999999;103.55;118.71;120.845;110.89;137.99
196;66.50200000000002;64.92;68.58;92.08399999999999;91.16;92.8;108.633;103.55;118.64;120.34100000000001;110.72;136.08
197;66.293;64.64;68.33;91.887;90.84;92.7;108.585;103.49;118.38;120.143;110.65;135.67
198;66.08;64.45;68.13;91.703;90.73;92.59;108.306;103.1;118.36;119.766;110.57;134.22
199;65.893;64.3;67.93;91.541;90.68;92.3;108.03600000000002;102.85;118.27;119.418;110.42;133.79
200;65.703;64.12;67.73;91.364;90.44;92.14;107.66599999999998;102.48;118.25;119.11500000000001;110.38;133.32
201;65.50500000000001;63.9;67.51;91.23899999999999;90.41;92.07;107.425;102.24;118.17;118.56700000000004;110.17;128.68
202;65.312;63.73;67.34;91.04800000000003;90.22;91.83;107.31999999999998;102.19;117.72;118.18900000000001;109.99;128.69
203;65.13000000000001;63.58;67.13;90.907;90.1;91.69;107.21;102.08;117.53;117.90899999999999;109.17;128.54
204;64.92999999999999;63.43;66.94;90.77600000000001;89.93;91.59;107.12100000000001;101.96;117.43;117.131;108.43;127.52
205;64.722;63.26;66.56;90.661;89.81;91.5;107.075;101.94;117.38;116.912;108.18;127.15
206;64.52499999999999;63.12;66.33;90.562;89.79;91.46;106.926;101.77;117.35;116.542;108.1;126.75
207;64.35300000000001;62.96;66.16;90.407;89.52;91.28;106.76599999999999;101.58;117.12;116.325;108.05;126.65
208;64.17500000000001;62.8;66.05;90.26200000000001;89.43;91.03;106.696;101.54;116.76;115.42;108.03;124.12
209;64.039;62.67;65.85;90.15599999999999;89.34;90.86;106.622;101.47;116.64;115.29900000000002;108.02;124.01
210;63.89300000000001;62.45;65.6;89.991;88.95;90.59;106.56699999999998;101.46;116.61;115.09799999999998;107.93;123.96
211;63.709999999999994;62.26;65.37;89.80699999999999;88.8;90.41;106.48500000000001;101.37;116.58;114.51500000000001;107.93;123.37
212;63.517999999999994;62.08;65.21;89.66300000000001;88.7;90.32;105.63899999999998;100.22;116.39;114.25699999999999;107.73;122.55
213;63.327999999999996;61.89;65.02;89.51899999999999;88.58;90.22;105.481;100.11;116.14;113.869;107.75;122.37
214;63.160000000000004;61.65;64.85;89.38899999999998;88.56;90.16;105.37;99.99;116.03;113.577;107.13;120.99
215;62.964;61.52;64.33;89.22;88.52;90.07;105.303;99.96;115.74;113.38499999999999;107.1;120.92
216;62.791999999999994;61.38;64.16;89.088;88.44;89.87;104.878;99.49;114.52;112.99000000000004;105.93;120.45
217;62.650999999999996;61.46;64.11;88.96;88.23;89.78;104.37200000000003;98.96;113.49;112.38199999999999;105.87;119.69
218;62.468;61.32;63.86;88.817;88.09;89.43;104.21899999999998;98.91;113.42;112.167;105.53;119.64
219;62.30100000000001;61.16;63.72;88.72299999999998;88.04;89.37;104.15899999999999;98.88;113.22;111.66199999999999;105.52;118.04
220;62.153999999999996;61.01;63.53;88.573;87.92;89.3;104.018;98.69;113.04;111.298;103.92;118.0
221;61.989;60.85;63.35;88.40700000000001;87.83;89.16;103.23799999999999;97.76;112.8;111.11600000000001;103.65;117.98
222;61.822;60.65;63.23;88.309;87.62;89.06;103.167;97.71;112.69;110.905;103.58;117.97
223;61.662;60.51;63.03;88.209;87.56;88.91;102.905;97.55;112.44;110.575;103.4;116.43
224;61.499;60.35;62.87;88.06599999999999;87.48;88.7;102.431;97.12;111.75;110.386;103.18;116.23
225;61.34100000000001;60.17;62.72;87.96599999999998;87.37;88.63;102.09099999999998;96.93;109.83;110.231;102.81;116.16
226;61.194;59.98;62.56;87.829;87.21;88.55;101.843;96.93;108.84;109.826;102.51;116.14
227;61.043000000000006;59.82;62.43;87.73499999999999;87.17;88.39;101.747;96.83;108.83;109.478;102.24;116.09
228;60.907;59.76;62.37;87.58;86.96;88.33;101.483;96.8;108.81;109.043;101.88;115.01
229;60.75600000000001;59.64;62.16;87.44000000000001;86.63;88.09;101.182;96.67;107.87;108.67399999999998;101.4;115.0
230;60.591999999999985;59.46;62.07;87.35799999999998;86.52;88.03;100.844;96.42;107.77;108.204;101.26;114.5
231;60.411;59.29;61.9;87.22;86.43;87.95;100.71900000000001;96.37;107.36;108.03099999999998;101.11;114.37
232;60.253;59.16;61.74;87.154;86.37;87.92;100.50200000000001;96.28;106.61;107.755;100.97;114.14
233;60.1;59.03;61.59;87.006;86.27;87.84;100.42999999999999;96.21;106.43;107.545;100.96;114.08
234;59.919;58.75;61.42;86.91499999999999;86.14;87.76;99.98599999999998;96.01;104.81;107.048;100.41;113.07
235;59.76800000000001;58.59;61.27;86.81200000000001;86.1;87.63;99.94699999999999;95.99;104.71;106.73300000000002;100.16;112.98
236;59.63099999999999;58.45;61.12;86.689;86.0;87.5;99.728;95.93;103.11;106.495;100.08;112.96
237;59.45399999999999;58.32;60.87;86.514;85.91;87.25;99.68900000000001;95.91;102.85;106.00699999999999;99.69;112.8
238;59.303999999999995;58.17;60.75;86.407;85.72;87.12;99.46700000000001;95.85;101.88;105.548;99.57;112.66
239;59.161;58.03;60.5;86.239;85.62;86.89;99.081;95.55;101.61;105.33700000000002;99.46;112.44
