;0;0
0;19.65;19.67
1;19.64;19.65
2;19.62;19.64
3;19.61;19.59
4;19.59;19.57
5;19.58;19.55
6;19.57;19.52
7;19.55;19.5
8;19.54;19.49
9;19.54;19.47
