;expVisits_mean;expVisits_min;expVisits_max
0;287.84;287.84;287.84
1;278.29;278.29;278.29
2;269.08666666666664;268.49;270.28
3;260.90333333333336;256.22;263.76
4;254.57333333333335;250.17;257.33
5;249.71;245.35;252.52
6;245.36666666666667;241.44;248.21
7;240.64666666666668;235.5;243.81
8;234.80999999999997;232.31;236.9
9;232.3033333333333;228.89;234.38
10;229.26666666666665;226.67;231.02
11;226.46666666666667;222.18;229.07
12;222.84;220.64;224.43
13;220.21333333333334;218.16;221.61
14;218.98000000000002;217.36;220.64
15;217.09333333333333;215.67;218.8
16;213.73666666666665;212.19;215.85
17;212.17666666666665;210.74;213.48
18;210.04333333333332;207.0;212.3
19;207.57333333333335;205.31;210.19
20;205.29666666666665;203.65;206.6
21;203.4466666666667;200.84;206.26
22;201.85333333333332;200.73;203.45
23;200.26333333333332;199.17;201.84
24;196.92999999999998;194.86;200.88
25;195.87333333333333;193.3;199.73
26;194.08333333333334;191.31;198.67
27;190.57000000000002;188.32;193.96
28;189.04666666666665;187.25;191.51
29;186.32333333333335;184.77;188.33
30;185.03;183.77;185.86
31;183.7166666666667;182.31;184.66
32;182.46;181.28;183.4
33;181.26666666666665;180.67;181.96
34;178.57333333333335;177.01;181.19
35;176.89;176.34;177.38
36;175.91666666666666;175.35;176.4
37;174.79;173.96;175.71
38;173.02666666666667;172.21;174.43
39;171.77666666666667;171.21;172.74
40;170.13333333333335;169.05;171.79
41;168.53666666666666;166.45;170.94
42;166.61333333333334;165.49;168.48
43;165.33;164.42;166.33
44;164.57333333333335;163.8;165.83
45;163.95666666666668;163.0;165.3
46;162.64000000000001;160.57;164.26
47;161.45666666666668;160.11;163.46
48;160.75;159.14;162.93
49;159.31666666666663;156.92;161.58
50;157.43666666666667;155.74;159.26
51;156.48333333333332;155.05;158.39
52;154.95333333333335;154.27;156.22
53;154.31;152.99;156.27
54;153.53666666666666;151.6;155.88
55;152.96333333333334;150.94;155.2
56;151.96;150.26;153.34
57;151.04333333333332;149.77;152.6
58;150.13333333333335;148.74;151.33
59;149.90666666666667;148.87;150.79
60;148.87666666666667;148.07;150.18
61;147.66666666666666;146.46;149.14
62;147.24;145.83;148.82
63;146.89333333333332;145.66;148.5
64;146.41333333333333;145.27;148.05
65;145.21666666666667;144.35;146.4
66;144.48666666666665;143.45;145.96
67;143.68666666666667;142.12;145.4
68;142.48;141.8;143.02
69;141.26333333333332;141.14;141.49
70;140.67666666666665;140.13;141.28
71;139.9;139.85;139.99
72;138.63666666666666;137.39;139.45
73;137.4;136.48;138.64
74;136.22666666666666;135.24;137.56
75;135.57333333333335;134.75;136.81
76;135.23;134.63;136.27
77;134.75333333333333;134.16;135.9
78;134.49333333333334;133.84;135.63
79;134.01999999999998;133.72;134.45
80;133.74333333333334;133.61;134.01
81;133.34333333333333;133.17;133.68
82;133.04666666666665;132.75;133.39
83;132.12;131.71;132.38
84;131.27666666666667;130.72;131.65
85;130.73333333333332;130.04;131.47
86;129.78;129.11;130.51
87;128.26333333333335;127.22;129.75
88;127.59333333333335;127.27;127.9
89;127.15333333333335;126.71;127.6
90;126.72666666666667;126.19;127.58
91;126.45333333333333;125.9;127.3
92;126.26666666666667;125.51;127.13
93;126.00666666666666;125.19;126.92
94;125.5;124.7;126.04
95;125.15666666666668;124.43;125.53
96;124.89;124.2;125.26
97;124.44;123.86;124.95
98;124.30333333333334;123.74;124.8
99;123.83;122.94;124.7
100;122.48666666666666;121.39;123.08
101;121.63;120.69;122.72
102;121.08999999999999;120.51;121.98
103;120.38333333333333;119.81;121.32
104;120.3;119.74;121.35
105;119.80666666666667;118.99;120.66
106;119.5;118.69;120.35
107;119.15333333333332;118.25;120.13
108;118.80333333333333;117.94;119.7
109;118.54666666666667;117.83;119.44
110;118.05333333333333;117.59;118.77
111;117.85666666666667;117.41;118.59
112;117.68333333333334;117.38;118.25
113;117.10000000000001;116.14;118.12
114;116.57666666666667;115.78;117.95
115;115.88;115.48;116.64
116;115.54333333333334;114.95;116.45
117;115.24000000000001;114.73;116.01
118;114.81666666666666;114.32;115.76
119;114.21999999999998;113.76;115.12
120;113.91333333333334;113.6;114.54
121;113.57333333333334;113.24;114.19
122;113.45666666666666;113.15;114.01
123;113.08666666666666;112.63;114.0
124;112.39666666666666;111.48;113.43
125;112.26666666666667;111.26;113.28
126;112.12;111.09;113.18
127;111.87333333333333;111.02;113.09
128;111.69333333333333;110.94;112.92
129;111.03000000000002;110.13;112.73
130;110.71;109.61;112.4
131;110.37666666666667;109.53;111.81
132;109.82666666666665;109.28;110.74
133;109.46;108.86;110.22
134;109.21666666666665;108.78;110.06
135;109.13666666666666;108.7;109.97
136;108.79;108.26;109.48
137;108.49;108.07;109.05
138;108.31333333333335;107.92;108.87
139;108.25333333333333;107.91;108.78
140;107.76666666666667;107.48;107.92
141;107.35333333333334;107.02;107.71
142;106.89999999999999;106.51;107.56
143;106.68333333333334;106.29;107.14
144;106.02333333333333;105.0;106.9
145;105.85000000000001;104.74;106.72
146;105.15333333333332;104.33;106.46
147;104.98666666666666;104.18;106.26
148;104.24333333333334;103.66;105.14
149;104.02333333333333;103.51;104.99
150;103.75999999999999;103.12;104.64
151;103.61;103.05;104.49
152;103.41333333333334;102.96;104.26
153;102.91333333333334;102.24;103.85
154;102.63666666666666;102.1;103.49
155;102.41333333333334;101.71;103.41
156;102.02;101.35;102.66
157;101.89666666666666;101.27;102.61
158;101.71333333333332;101.11;102.37
159;101.66333333333334;101.16;102.23
160;101.61666666666667;101.15;102.18
161;101.31;100.92;101.83
162;101.12666666666667;100.8;101.73
163;101.01333333333334;100.65;101.6
164;100.75666666666666;100.36;101.24
165;100.62;100.23;101.27
166;100.44666666666666;100.06;101.08
167;100.33;100.0;100.87
168;100.15666666666665;99.77;100.78
169;99.73666666666666;99.13;100.48
170;99.24000000000001;98.92;99.85
171;98.98;98.49;99.64
172;98.7;98.26;99.1
173;98.57666666666667;98.06;99.0
174;98.33;97.78;98.61
175;98.09333333333335;97.67;98.32
176;97.95666666666666;97.64;98.25
177;97.87666666666667;97.52;98.15
178;97.44333333333334;97.35;97.56
179;97.34000000000002;97.23;97.42
180;97.17;97.06;97.38
181;96.89333333333333;96.45;97.26
182;96.69666666666667;96.34;97.07
183;96.52;96.2;96.79
184;96.28666666666668;95.91;96.67
185;96.19333333333333;95.83;96.54
186;95.98;95.65;96.28
187;95.83666666666666;95.45;96.16
188;95.69333333333334;95.4;95.89
189;95.52666666666666;95.31;95.78
190;95.39666666666666;95.15;95.69
191;95.23666666666666;95.06;95.44
192;95.08666666666666;94.86;95.36
193;94.82;94.52;95.19
194;94.75666666666666;94.44;95.2
195;94.51333333333332;94.09;95.1
196;94.16000000000001;94.09;94.28
197;93.66333333333334;93.61;93.77
198;93.27666666666666;93.11;93.6
199;93.20666666666666;92.97;93.52
