;0
280;59.23
281;59.18
282;59.17
283;59.13
284;59.1
285;59.09
286;58.88
287;58.74
288;58.68
289;58.45
290;58.36
291;58.12
292;58.0
293;57.96
294;57.75
295;57.62
296;57.46
297;57.31
298;57.3
299;57.07
300;56.92
301;56.8
302;56.73
303;56.72
304;56.49
305;56.46
306;56.1
307;55.99
308;55.87
309;55.66
310;55.52
311;55.31
312;55.25
313;55.22
314;55.17
315;54.98
316;54.82
317;54.65
318;54.58
319;54.48
320;54.33
321;54.14
322;53.97
323;53.89
324;53.73
325;53.69
326;53.65
327;53.57
328;53.55
329;53.25
330;53.14
331;53.08
332;52.99
333;52.9
334;52.8
335;52.79
336;52.72
337;52.69
338;52.58
339;52.47
340;52.36
341;52.29
342;52.18
343;52.17
344;52.14
345;52.14
346;52.13
347;52.07
348;52.06
349;52.0
350;51.99
351;51.89
352;51.79
353;51.73
354;51.52
355;51.41
356;51.31
357;51.22
358;51.02
359;51.01
360;50.84
361;50.81
362;50.72
363;50.64
364;50.57
365;50.53
366;50.5
367;50.38
368;50.35
369;50.22
370;50.14
371;50.07
372;50.02
373;50.0
374;49.87
375;49.86
376;49.73
377;49.68
378;49.61
379;49.59
380;49.53
381;49.44
382;49.37
383;49.26
384;49.18
385;49.17
386;49.1
387;49.04
388;48.95
389;48.78
390;48.72
391;48.64
392;48.59
393;48.51
394;48.36
395;48.2
396;47.94
397;47.92
398;47.91
399;47.86
400;47.81
401;47.71
402;47.68
403;47.59
404;47.55
405;47.5
406;47.38
407;47.33
408;47.32
409;47.24
410;47.2
411;47.17
412;47.05
413;46.86
414;46.81
415;46.69
416;46.65
417;46.57
418;46.49
419;46.47
420;46.39
421;46.32
422;46.25
423;46.15
424;46.08
425;46.08
426;45.99
427;45.96
428;45.94
429;45.86
430;45.8
431;45.79
432;45.69
433;45.65
434;45.62
435;45.6
436;45.56
437;45.51
438;45.37
439;45.31
440;45.28
441;45.22
442;45.12
443;45.1
444;45.04
445;44.96
446;44.91
447;44.79
448;44.76
449;44.68
450;44.63
451;44.55
452;44.13
453;44.06
454;44.01
455;43.96
456;43.93
457;43.89
458;43.84
459;43.75
460;43.67
461;43.67
462;43.65
463;43.61
464;43.62
465;43.56
466;43.54
467;43.42
468;43.35
469;43.25
470;43.13
471;43.09
472;43.02
473;42.98
474;42.92
475;42.87
476;42.83
477;42.78
478;42.73
479;42.71
480;42.61
481;42.57
482;42.57
483;42.47
484;42.46
485;42.39
486;42.35
487;42.32
488;42.19
489;42.14
490;42.08
491;42.07
492;41.99
493;41.96
494;41.95
495;41.91
496;41.88
497;41.84
498;41.81
499;41.81
500;41.78
501;41.76
502;41.74
503;41.68
504;41.67
505;41.63
506;41.48
507;41.42
508;41.35
509;41.33
510;41.27
511;41.23
512;41.19
513;41.16
514;41.15
515;41.05
516;40.93
517;40.85
518;40.82
519;40.8
520;40.75
521;40.71
522;40.69
523;40.62
524;40.62
525;40.61
526;40.5
527;40.48
528;40.38
529;40.29
530;40.28
531;40.27
532;40.23
533;40.22
534;40.18
535;40.17
536;40.15
537;40.08
538;40.07
539;40.06
540;40.03
541;39.99
542;39.93
543;39.88
544;39.83
545;39.82
546;39.75
547;39.74
548;39.69
549;39.68
550;39.68
551;39.66
552;39.63
553;39.55
554;39.5
555;39.42
556;39.21
557;39.16
558;39.11
559;39.06
560;39.05
561;38.97
562;38.96
563;38.85
564;38.78
565;38.74
566;38.72
567;38.69
568;38.67
569;38.64
570;38.56
571;38.56
572;38.53
573;38.49
574;38.44
575;38.36
576;38.31
577;38.29
578;38.26
579;38.19
580;38.15
581;38.1
582;38.07
583;38.04
584;38.03
585;38.01
586;37.9
587;37.88
588;37.83
589;37.8
590;37.78
591;37.69
592;37.63
593;37.43
594;37.42
595;37.4
596;37.39
597;37.33
598;37.3
599;37.26
600;37.21
601;37.14
602;37.08
603;37.08
604;37.05
605;37.02
606;36.98
607;36.92
608;36.9
609;36.87
610;36.84
611;36.81
612;36.78
613;36.74
614;36.69
615;36.54
616;36.51
617;36.49
618;36.47
619;36.42
620;36.39
621;36.33
622;36.32
623;36.29
624;36.17
625;36.13
626;36.11
627;36.08
628;36.06
629;36.05
630;36.02
631;36.0
632;35.94
633;35.86
634;35.83
635;35.8
636;35.76
637;35.73
638;35.71
639;35.67
640;35.64
641;35.63
642;35.58
643;35.58
644;35.56
645;35.52
646;35.46
647;35.42
648;35.39
649;35.36
650;35.3
651;35.27
652;35.25
653;35.17
654;35.15
655;35.12
656;35.11
657;35.09
658;35.05
659;35.01
660;35.0
661;34.99
662;34.98
663;34.96
664;34.97
665;34.94
666;34.89
667;34.88
668;34.84
669;34.81
670;34.79
671;34.75
672;34.74
673;34.71
674;34.68
675;34.67
676;34.63
677;34.52
678;34.42
679;34.4
680;34.38
681;34.37
682;34.33
683;34.31
684;34.29
685;34.28
686;34.25
687;34.24
688;34.18
689;34.15
690;34.13
691;34.12
692;34.12
693;34.11
694;34.09
695;34.09
696;34.06
697;34.01
698;34.01
699;33.99
700;33.96
701;33.92
702;33.8
703;33.73
704;33.71
705;33.7
706;33.6
707;33.59
708;33.53
709;33.51
710;33.43
711;33.38
712;33.36
713;33.31
714;33.33
715;33.33
716;33.31
717;33.28
718;33.26
719;33.24
720;33.22
721;33.22
722;33.19
723;33.15
724;33.13
725;33.11
726;33.08
727;33.04
728;33.01
729;33.0
730;32.97
731;32.94
732;32.92
733;32.9
734;32.86
735;32.8
736;32.79
737;32.77
738;32.73
739;32.7
740;32.64
741;32.61
742;32.59
743;32.51
744;32.5
745;32.48
746;32.46
747;32.46
748;32.42
749;32.3
750;32.27
751;32.24
752;32.22
753;32.21
754;32.19
755;32.18
756;32.15
757;32.13
758;32.11
759;32.11
760;32.07
761;32.07
762;32.01
763;32.0
764;31.95
765;31.93
766;31.93
767;31.92
768;31.9
769;31.89
770;31.86
771;31.85
772;31.84
773;31.83
774;31.81
775;31.75
776;31.75
777;31.73
778;31.7
779;31.67
780;31.68
781;31.67
782;31.65
783;31.56
784;31.54
785;31.48
786;31.47
787;31.44
788;31.41
789;31.39
790;31.35
791;31.34
792;31.27
793;31.26
794;31.25
795;31.2
796;31.19
797;31.17
798;31.15
799;31.13
800;31.12
801;31.1
802;31.06
803;31.05
804;31.04
805;31.04
806;31.01
807;30.99
808;31.0
809;30.96
810;30.94
811;30.86
812;30.86
813;30.83
814;30.81
815;30.8
816;30.77
817;30.73
818;30.71
819;30.7
820;30.66
821;30.63
822;30.62
823;30.61
824;30.58
825;30.55
826;30.53
827;30.47
828;30.44
829;30.43
830;30.42
831;30.35
832;30.34
833;30.29
834;30.27
835;30.26
836;30.21
837;30.18
838;30.18
839;30.17
840;30.15
841;30.11
842;30.11
843;30.09
844;30.05
845;30.03
846;30.02
847;30.01
848;29.98
849;29.96
850;29.96
851;29.95
852;29.94
853;29.92
854;29.9
855;29.87
856;29.85
857;29.84
858;29.78
859;29.77
860;29.76
861;29.75
862;29.74
863;29.73
864;29.7
865;29.68
866;29.67
867;29.64
868;29.63
869;29.63
870;29.58
871;29.55
872;29.53
873;29.52
874;29.52
875;29.45
876;29.44
877;29.43
878;29.39
879;29.37
880;29.35
881;29.35
882;29.32
883;29.31
884;29.3
885;29.25
886;29.24
887;29.24
888;29.22
889;29.21
890;29.19
891;29.18
892;29.17
893;29.15
894;29.14
895;29.14
896;29.13
897;29.12
898;29.08
899;29.06
900;29.03
901;29.0
902;28.97
903;28.96
904;28.95
905;28.94
906;28.93
907;28.88
908;28.87
909;28.88
910;28.84
911;28.81
912;28.79
913;28.78
914;28.77
915;28.77
916;28.74
917;28.72
918;28.7
919;28.69
920;28.69
921;28.67
922;28.65
923;28.64
924;28.63
925;28.61
926;28.6
927;28.58
928;28.56
929;28.55
930;28.52
931;28.49
932;28.48
933;28.47
934;28.45
935;28.43
936;28.41
937;28.38
938;28.37
939;28.35
940;28.34
941;28.32
942;28.31
943;28.29
944;28.29
945;28.28
946;28.26
947;28.24
948;28.22
949;28.19
950;28.18
951;28.17
952;28.17
953;28.15
954;28.14
955;28.13
956;28.11
957;28.09
958;28.06
959;28.04
960;28.01
961;27.99
962;27.91
963;27.9
964;27.89
965;27.87
966;27.85
967;27.83
968;27.81
969;27.8
970;27.8
971;27.79
972;27.77
973;27.77
974;27.75
975;27.75
976;27.75
977;27.74
978;27.73
979;27.72
980;27.68
981;27.66
982;27.64
983;27.6
984;27.57
985;27.57
986;27.57
987;27.53
988;27.52
989;27.51
990;27.5
991;27.49
992;27.44
993;27.42
994;27.41
995;27.4
996;27.38
997;27.37
998;27.37
999;27.35
