;0;0
0;176.43;165.68
1;175.47;163.76
2;173.07;163.76
3;173.06;163.64
4;173.02;163.02
5;170.48;163.0
6;170.35;161.59
7;169.04;160.97
8;168.86;160.56
9;167.72;160.51
