;0
0;0.441927073
1;0.441890828
2;0.441938027
3;0.44193134
4;0.441836511
5;0.441778084
6;0.441788996
7;0.441758475
8;0.441728269
9;0.441685798
10;0.441691436
11;0.441310117
12;0.441308471
13;0.441290228
14;0.441270664
15;0.441284384
16;0.441173692
17;0.441090186
18;0.441072294
19;0.441046938
20;0.441047093
21;0.441024628
22;0.440899824
23;0.440879479
24;0.44087951
25;0.44085704
26;0.440742774
27;0.440793069
28;0.440759593
29;0.440702879
30;0.44066703
31;0.440658038
32;0.44063936
33;0.440660906
34;0.440548497
35;0.440602825
36;0.44050439
37;0.440502838
38;0.44055381
39;0.440559157
40;0.440558548
41;0.440452392
42;0.440442532
43;0.440435589
44;0.440261056
45;0.44022855
46;0.440199033
47;0.438481934
48;0.438444678
49;0.438362905
50;0.43829061
51;0.438212059
52;0.438197724
53;0.438193488
54;0.43812173
55;0.438008419
56;0.438009612
57;0.438003891
58;0.437997517
59;0.437996018
60;0.437999054
61;0.437972749
62;0.437965275
63;0.437958678
64;0.437964579
65;0.437935316
66;0.437922231
67;0.437922134
68;0.437921735
69;0.437875089
70;0.4378488
71;0.437804474
72;0.437820972
73;0.437817405
74;0.437804198
75;0.437804763
76;0.437794866
77;0.437912333
78;0.437904382
79;0.437903427
80;0.437755318
81;0.43775152
82;0.437788423
83;0.437774447
84;0.437773375
85;0.437803232
86;0.437806198
87;0.437663639
88;0.437579511
89;0.437578251
90;0.437612958
91;0.437616265
92;0.437600638
93;0.437306321
94;0.437326265
95;0.437300162
96;0.437296767
97;0.437291998
98;0.437290127
99;0.437290127
