;0;0
0;275.59;275.59
1;274.49;268.64
2;271.98;266.99
3;268.33;266.9
4;264.2;262.92
5;262.86;258.12
6;261.34;254.63
7;260.16;251.19
8;249.67;242.48
9;248.35;239.38
