;0;0;0
136;103.54;104.78;105.22
137;103.34;104.58;104.85
138;103.11;103.99;104.6
139;102.68;103.83;104.46
140;102.51;103.71;104.26
141;101.81;103.19;104.15
142;101.25;102.75;103.69
143;101.18;102.32;103.56
144;100.93;102.18;103.13
145;100.77;102.15;102.98
146;100.59;101.95;102.66
147;100.36;101.7;101.98
148;100.22;101.55;101.88
149;100.08;100.92;101.62
150;99.75;100.91;101.44
151;99.49;100.64;101.4
152;99.11;100.36;100.87
153;98.72;100.14;100.79
154;98.64;99.97;100.65
155;98.52;99.85;100.53
156;98.17;99.74;99.93
157;98.01;99.6;99.9
158;97.94;99.16;99.73
159;97.8;98.88;99.46
160;97.44;98.53;99.02
161;97.27;98.47;98.8
162;97.04;98.22;98.66
163;96.91;98.06;98.31
164;96.81;97.71;98.26
165;96.5;97.55;98.07
166;96.36;97.54;97.79
167;96.35;97.4;97.64
168;95.91;96.94;97.23
169;95.75;96.79;97.08
170;95.61;96.61;97.01
171;95.39;96.41;96.78
172;95.18;96.11;96.66
173;94.87;96.03;96.47
174;94.72;95.72;96.43
175;94.64;95.59;96.23
176;94.54;95.43;96.05
177;94.35;95.35;95.92
178;94.24;94.93;95.6
179;94.13;94.8;95.3
180;93.73;94.54;95.02
181;93.64;94.47;94.77
182;93.58;94.38;94.62
183;93.45;94.15;94.51
184;93.13;94.02;94.41
185;92.87;93.85;94.28
186;92.81;93.77;94.19
187;92.6;93.66;94.07
188;92.49;93.51;93.86
189;92.35;93.38;93.6
190;91.99;93.28;93.48
191;91.82;93.01;93.38
192;91.55;92.7;93.05
193;91.43;92.4;92.85
194;91.33;92.33;92.74
195;91.2;92.22;92.7
196;91.16;92.05;92.44
197;90.84;91.65;92.33
198;90.73;91.55;92.01
199;90.68;91.25;91.92
200;90.44;91.03;91.83
201;90.41;90.94;91.7
202;90.31;90.77;91.54
203;90.1;90.53;91.29
204;89.96;90.42;91.29
205;89.81;90.37;91.18
206;89.8;90.27;91.06
207;89.52;90.17;90.87
208;89.43;90.07;90.62
209;89.34;89.98;90.54
210;88.95;89.98;90.46
211;88.8;89.76;90.23
212;88.7;89.56;89.85
213;88.58;89.54;89.58
214;88.56;89.27;89.48
215;88.52;88.98;89.4
216;88.44;88.88;89.33
217;88.23;88.77;89.08
218;88.09;88.62;88.94
219;88.04;88.54;88.86
220;87.96;88.54;88.79
221;87.85;88.22;88.66
222;87.78;88.15;88.44
223;87.7;88.05;88.35
224;87.49;87.99;88.19
225;87.4;87.9;88.18
226;87.21;87.71;87.98
227;87.17;87.6;87.89
228;86.96;87.44;87.53
229;86.63;87.32;87.45
230;86.52;87.25;87.4
231;86.43;87.13;87.25
232;86.41;87.08;87.2
233;86.27;87.02;86.93
234;86.19;86.95;86.84
235;86.16;86.86;86.61
236;86.09;86.79;86.52
237;85.93;86.49;86.45
238;85.75;86.45;86.38
239;85.62;86.17;86.26
240;85.54;86.06;86.19
241;85.34;85.9;86.11
242;85.33;85.75;85.93
243;85.25;85.51;85.85
244;84.98;85.49;85.74
245;84.92;85.31;85.71
246;84.71;85.23;85.53
247;84.59;85.16;85.48
248;84.57;85.04;85.42
249;84.39;84.83;85.22
250;84.32;84.72;85.17
251;84.25;83.96;84.96
252;84.16;83.88;84.89
253;84.11;83.73;84.67
254;83.98;83.66;84.17
255;83.82;83.59;84.13
256;83.81;83.52;83.93
257;83.73;83.41;83.82
258;83.5;83.34;83.78
259;83.44;83.32;83.71
260;83.3;83.25;83.68
261;83.23;83.2;83.57
262;83.14;83.04;83.49
263;83.14;83.0;83.34
264;83.03;82.93;83.29
265;82.86;82.81;83.14
266;82.8;82.74;83.09
267;82.78;82.66;83.03
268;82.71;82.43;82.97
269;82.52;82.22;82.88
270;82.45;82.11;82.81
271;82.31;82.08;82.79
272;82.17;82.03;82.69
273;81.98;82.0;82.6
274;81.93;81.93;82.51
275;81.84;81.8;82.33
276;81.74;81.66;82.28
277;81.69;81.57;82.08
278;81.65;81.51;81.94
279;81.59;81.38;81.8
280;81.58;81.34;81.76
281;81.53;81.26;81.7
282;81.48;81.21;81.62
283;81.3;81.15;81.61
284;81.16;81.11;81.55
285;81.11;81.05;81.5
286;81.02;81.0;81.47
287;80.96;80.91;81.31
288;80.9;80.81;81.24
289;80.81;80.64;81.15
290;80.75;80.51;81.09
291;80.57;80.42;80.98
292;80.49;80.18;80.82
293;80.46;80.15;80.69
294;80.32;80.1;80.52
295;80.26;79.91;80.12
296;80.2;79.85;80.11
297;80.04;79.79;80.05
298;80.0;79.79;80.0
299;79.7;79.73;79.78
300;79.65;79.59;79.78
301;79.61;79.52;79.77
302;79.55;79.19;79.72
303;79.42;79.1;79.67
304;79.35;78.98;79.59
305;79.3;78.97;79.36
306;79.17;78.92;79.3
307;79.16;78.85;79.27
308;79.09;78.81;79.26
309;79.04;78.76;79.14
310;78.5;78.7;79.04
311;78.44;78.65;78.96
312;78.43;78.5;78.73
313;78.24;78.33;78.68
314;78.22;78.19;78.63
315;78.07;78.18;78.58
316;78.02;78.13;78.56
317;77.79;78.08;78.51
318;77.72;77.96;78.47
319;77.68;77.9;78.39
320;77.63;77.86;78.36
321;77.62;77.79;78.19
322;77.49;77.71;78.16
323;77.38;77.69;78.06
324;77.3;77.57;78.01
325;77.26;77.55;77.96
326;77.19;77.51;77.96
327;77.14;77.39;77.9
328;77.1;77.34;77.79
329;77.09;77.32;77.75
330;76.94;77.27;77.6
331;76.89;77.26;77.49
332;76.83;77.22;77.48
333;76.83;77.16;77.44
334;76.78;77.12;77.39
335;76.74;77.0;77.33
336;76.68;76.84;77.29
337;76.67;76.79;77.25
338;76.62;76.71;77.07
339;76.55;76.59;76.93
340;76.48;76.57;76.84
341;76.38;76.38;76.6
342;76.23;76.28;76.54
343;76.16;76.22;76.52
344;76.14;76.1;76.47
345;76.11;76.06;75.59
346;76.07;76.04;75.49
347;75.94;75.16;75.45
348;75.93;75.12;75.38
349;75.88;75.07;75.36
350;75.81;75.02;75.32
351;74.82;74.99;75.26
352;74.68;74.92;75.22
353;74.67;74.91;75.18
354;74.63;74.85;75.07
355;74.56;74.82;75.03
356;74.51;74.78;74.83
357;74.47;74.68;74.78
358;74.46;74.62;74.77
359;74.37;74.53;74.79
360;74.28;74.49;74.76
361;74.19;73.79;74.74
362;74.15;73.67;74.65
363;74.11;73.64;74.54
364;74.1;73.58;74.48
365;73.46;73.51;74.44
366;72.9;73.39;73.78
367;72.79;73.35;73.74
368;72.73;73.31;73.69
369;72.65;73.27;73.63
370;72.61;73.23;73.13
371;72.58;73.16;73.09
372;72.45;73.16;73.09
373;72.41;73.11;72.93
374;72.28;72.68;72.87
375;72.27;72.67;72.83
376;72.23;72.66;72.81
377;72.15;72.65;72.71
378;72.11;72.62;72.67
379;72.06;72.53;72.62
380;72.03;72.49;72.6
381;71.99;72.45;72.51
382;71.93;72.32;72.46
383;71.89;72.27;72.43
384;71.63;72.26;72.36
385;71.57;72.17;72.32
386;71.51;72.14;72.31
387;71.48;72.11;72.26
388;71.4;72.09;72.18
389;71.38;72.06;72.14
390;71.28;71.94;71.43
391;71.23;71.89;71.34
392;71.21;71.85;71.32
393;70.73;71.84;71.29
394;70.7;71.81;71.25
395;70.62;71.71;71.13
396;70.47;71.61;71.07
397;70.43;71.35;71.04
398;70.37;71.34;71.0
399;70.37;71.26;70.97
400;70.36;71.23;70.94
401;70.31;71.2;70.86
402;70.24;71.17;70.77
403;70.21;71.06;70.71
404;70.18;71.03;70.7
405;70.15;70.44;70.64
406;70.12;70.41;70.6
407;70.06;70.32;70.51
408;70.06;70.29;70.49
409;69.97;70.25;70.45
410;69.93;70.24;70.43
411;69.93;70.15;70.43
412;69.92;70.09;70.15
413;69.84;70.06;70.14
414;69.8;70.03;70.11
415;69.72;70.01;70.07
416;69.68;69.85;70.03
417;69.43;69.25;69.86
418;69.31;69.18;69.83
419;69.28;69.13;69.8
420;69.26;69.1;69.68
421;69.2;69.09;68.99
422;69.17;69.08;68.92
423;68.21;68.96;68.88
424;68.11;68.84;68.82
425;68.08;68.81;68.77
426;67.97;68.8;68.77
427;68.02;68.8;68.73
428;67.99;68.75;68.74
429;67.96;68.65;68.7
430;67.95;68.62;68.66
431;67.91;68.61;68.64
432;67.83;68.57;68.53
433;67.76;68.54;68.5
434;67.7;68.48;68.52
435;67.69;68.44;68.48
436;67.67;68.4;68.47
437;67.64;68.38;68.05
438;67.59;68.34;67.22
439;67.57;67.6;67.15
440;67.56;67.39;67.12
441;67.54;67.38;67.09
442;67.44;67.37;67.0
443;67.46;67.33;66.98
444;66.95;67.34;66.95
445;66.88;67.32;66.92
446;66.85;67.26;66.9
447;66.84;67.19;66.85
448;66.55;67.12;66.84
449;66.5;67.09;66.82
450;66.48;67.05;66.79
451;66.47;66.59;66.68
452;66.41;66.56;66.59
453;66.34;66.54;66.55
454;66.34;66.39;66.52
455;66.28;66.37;66.44
456;66.25;66.31;66.41
457;66.24;66.29;66.35
458;66.13;66.27;66.31
459;66.08;66.25;66.29
460;66.06;66.25;66.26
461;66.0;66.22;66.24
462;65.99;66.21;66.24
463;65.97;66.2;66.23
464;65.93;66.17;66.19
465;65.87;66.13;66.14
466;65.86;66.11;66.13
467;65.84;66.07;66.07
468;65.78;66.04;66.07
469;65.74;66.0;65.99
470;65.72;65.94;65.97
471;65.71;65.83;65.95
472;65.66;65.82;65.93
473;65.64;65.8;65.89
474;65.6;65.77;65.87
475;65.58;65.75;65.82
476;65.56;65.72;65.77
477;65.54;65.71;65.75
478;65.49;65.68;65.74
479;65.45;65.68;65.69
480;65.43;65.65;65.75
481;65.43;65.62;65.72
482;65.37;65.56;65.7
483;65.29;65.49;65.68
484;65.25;65.46;65.67
485;65.13;65.45;65.65
486;65.1;65.43;65.61
487;65.06;65.41;65.59
488;65.01;65.35;65.57
489;64.99;65.31;65.25
490;64.96;64.9;65.17
491;64.94;64.87;65.14
492;64.92;64.85;65.13
493;64.88;64.78;65.11
494;64.87;64.77;65.08
495;64.85;64.66;65.04
496;64.82;64.64;64.96
497;64.81;64.66;64.91
498;64.46;64.62;64.84
499;64.44;64.6;64.74
