;0
0;287.84
1;279.42
2;273.05
3;268.51
4;259.48
5;256.3
6;251.76
7;246.56
8;243.43
9;236.4
10;228.04
11;225.06
12;223.06
13;218.95
14;215.88
15;214.83
16;212.57
17;204.93
18;201.55
19;200.08
20;197.85
21;196.24
22;193.74
23;192.16
24;191.09
25;189.28
26;186.25
27;184.67
28;183.5
29;182.78
30;179.27
31;178.05
32;176.31
33;174.79
34;174.09
35;171.7
36;170.43
37;168.43
38;167.82
39;165.08
40;163.75
41;162.83
42;160.93
43;160.33
44;159.3
45;157.11
46;156.0
47;155.66
48;154.89
49;153.15
50;151.82
51;151.4
52;150.6
53;149.88
54;148.44
55;145.85
56;145.63
57;145.05
58;142.88
59;142.14
60;140.62
61;139.96
62;139.76
63;138.3
64;137.4
65;136.89
66;136.62
67;136.15
68;135.58
69;135.22
70;133.84
71;132.74
72;132.18
73;131.77
74;131.35
75;130.26
76;128.48
77;128.32
78;127.85
79;127.16
80;126.77
81;125.92
82;124.49
83;123.8
84;123.59
85;123.25
86;122.85
87;122.66
88;122.26
89;121.77
90;121.03
91;120.2
92;119.76
93;119.66
94;119.06
95;118.75
96;118.66
97;118.3
98;117.95
99;117.63
