;0;0
0;149.65;149.55
1;149.14;149.56
2;148.63;149.06
3;148.16;150.1
4;147.68;150.08
5;147.69;150.57
6;147.24;151.08
7;147.27;151.56
8;146.37;151.57
9;145.06;151.57
