;0
0;275.592637792
1;274.031579554
2;264.44133387
3;260.747373687
4;260.725394045
5;260.660038241
6;256.529597894
7;256.295101792
8;254.959983544
9;250.447482552
10;242.31043244
11;236.744377837
12;236.586887954
13;228.10555418
14;226.609519667
15;220.843860527
16;218.346202752
17;216.850545019
18;216.847409123
19;212.929569358
20;212.526555627
21;212.453600828
22;212.430575012
23;210.685013214
24;207.134394979
25;206.311955211
26;205.634456233
27;205.535921283
28;205.527425898
29;205.471904477
30;203.46329953
31;202.423840588
32;199.80095397
33;198.271662389
34;198.104653548
35;197.653818268
36;196.938666516
37;196.852091055
38;196.249416234
39;195.451792272
40;195.242159168
41;195.047566859
42;194.996492513
43;194.924771771
44;191.461213347
45;190.646451451
46;190.162815463
47;190.11354587
48;189.679238527
49;188.575306326
50;188.414891133
51;187.800255217
52;187.518923338
53;186.712966729
54;186.454584083
55;186.208264484
56;183.722290612
57;183.180211605
58;183.07180683
59;182.610486365
60;182.590690319
61;181.895392803
62;181.295248901
63;181.168575913
64;180.800509342
65;180.335435865
66;179.823759484
67;179.740998985
68;179.591101392
69;179.382335743
70;179.305136293
71;179.06055733
72;178.606970543
73;177.975264484
74;177.59397988
75;177.385531546
76;176.989134073
77;176.310318682
78;176.179391017
79;175.74835264
80;174.789530332
81;174.542979645
82;173.438891775
83;173.234910396
84;172.855369469
85;172.170823422
86;167.568195881
87;165.957501507
88;165.940595727
89;165.919021794
90;163.875928024
91;163.767659813
92;162.885456657
93;161.405610815
94;158.515237481
95;155.913476507
96;155.866744186
97;151.863276528
98;151.720432192
99;149.151811068
