;expVisits_mean;expVisits_min;expVisits_max
0;44.48;44.48;44.48
1;42.61;42.61;42.61
2;41.75;41.75;41.75
3;40.87;40.87;40.87
4;38.93;38.93;38.93
5;38.13;38.13;38.13
6;37.61;37.61;37.61
7;36.4;36.4;36.4
8;36.2;36.2;36.2
9;36.21;36.21;36.21
