;0;0
0;9805746.81;9805746.81
1;9789409.79;9775055.33
2;9774406.32;9760059.47
3;9762067.44;9716039.87
4;9751452.16;9696081.61
5;9729228.95;9663242.58
6;9720170.87;9638409.08
7;9700477.75;9617112.44
8;9699513.25;9602257.49
9;9710346.06;9588519.83
