;0
0;44.48
1;42.61
2;40.97
3;39.94
4;38.53
5;37.61
6;36.76
7;36.07
8;35.85
9;35.5
10;34.93
11;34.63
12;34.04
13;33.69
14;33.47
15;32.81
16;32.27
17;31.66
18;31.57
19;31.43
20;31.25
21;31.29
22;31.16
23;30.88
24;30.76
25;30.46
26;30.3
27;29.96
28;29.89
29;29.72
30;29.54
31;29.35
32;29.26
33;29.1
34;29.0
35;28.72
36;28.6
37;28.5
38;28.42
39;28.38
40;28.31
41;28.17
42;28.05
43;27.99
44;27.82
45;27.76
46;27.68
47;27.55
48;27.41
49;27.3
50;27.21
51;27.16
52;27.08
53;27.13
54;27.01
55;26.92
56;26.82
57;26.76
58;26.67
59;26.61
60;26.54
61;26.45
62;26.36
63;26.33
64;26.24
65;26.16
66;26.1
67;26.09
68;26.02
69;26.02
70;25.93
71;25.94
72;25.9
73;25.9
74;25.87
75;25.86
76;25.78
77;25.73
78;25.67
79;25.62
80;25.55
81;25.51
82;25.47
83;25.39
84;25.36
85;25.33
86;25.29
87;25.26
88;25.2
89;25.17
90;25.19
91;25.14
92;25.12
93;25.06
94;25.04
95;25.01
96;24.96
97;24.94
98;24.88
99;24.89
100;24.83
101;24.81
102;24.78
103;24.76
104;24.79
105;24.75
106;24.73
107;24.72
108;24.7
109;24.67
110;24.69
111;24.66
112;24.67
113;24.67
114;24.64
115;24.63
116;24.6
117;24.6
118;24.59
119;24.59
120;24.58
121;24.58
122;24.55
123;24.57
124;24.55
125;24.53
126;24.52
127;24.46
128;24.44
129;24.43
130;24.4
131;24.39
132;24.37
133;24.34
134;24.32
135;24.31
136;24.29
137;24.29
138;24.27
139;24.26
140;24.25
141;24.25
142;24.23
143;24.22
144;24.22
145;24.22
146;24.21
147;24.19
148;24.2
149;24.19
150;24.23
151;24.2
152;24.2
153;24.18
154;24.17
155;24.15
156;24.15
157;24.16
158;24.15
159;24.13
160;24.09
161;24.08
162;24.07
163;24.07
164;24.07
165;24.08
166;24.08
167;24.04
168;24.02
169;24.02
170;23.99
171;23.98
172;23.94
173;23.92
174;23.89
175;23.89
176;23.86
177;23.85
178;23.86
179;23.86
180;23.83
181;23.81
182;23.8
183;23.8
184;23.78
185;23.78
186;23.78
187;23.77
188;23.76
189;23.76
190;23.75
191;23.73
192;23.71
193;23.69
194;23.7
195;23.7
196;23.69
197;23.67
198;23.65
199;23.63
200;23.62
201;23.6
202;23.6
203;23.59
204;23.57
205;23.54
206;23.52
207;23.52
208;23.51
209;23.5
210;23.51
211;23.52
212;23.5
213;23.49
214;23.48
215;23.46
216;23.46
217;23.45
218;23.44
219;23.43
220;23.43
221;23.43
222;23.43
223;23.41
224;23.41
225;23.4
226;23.41
227;23.4
228;23.39
229;23.4
230;23.4
231;23.39
232;23.38
233;23.37
234;23.34
235;23.32
236;23.32
237;23.31
238;23.3
239;23.29
240;23.28
241;23.29
242;23.28
243;23.27
244;23.26
245;23.26
246;23.25
247;23.24
248;23.23
249;23.21
250;23.2
251;23.19
252;23.2
253;23.2
254;23.2
255;23.2
256;23.18
257;23.18
258;23.17
259;23.19
260;23.18
261;23.16
262;23.14
263;23.12
264;23.12
265;23.12
266;23.12
267;23.11
268;23.1
269;23.09
270;23.09
271;23.09
272;23.09
273;23.08
274;23.09
275;23.07
276;23.08
277;23.08
278;23.08
279;23.08
280;23.08
281;23.08
282;23.08
283;23.07
284;23.06
285;23.05
286;23.04
287;23.04
288;23.04
289;23.03
290;23.03
291;23.02
292;23.01
293;23.01
294;23.0
295;22.99
296;22.98
297;22.97
298;22.97
299;22.98
300;22.98
301;22.99
302;22.99
303;22.98
304;22.97
305;22.96
306;22.95
307;22.94
308;22.93
309;22.93
310;22.91
311;22.91
312;22.89
313;22.88
314;22.87
