;0;0;0;0;0
249;93.36;97.35;92.56;92.76;109.14
250;93.34;96.85;91.97;92.74;108.19
251;93.22;96.75;91.79;92.09;108.05
252;93.15;96.55;91.67;92.09;108.0
253;92.88;96.41;91.44;91.98;107.73
254;92.79;96.36;91.33;91.5;107.66
255;92.69;96.08;90.65;91.48;107.4
256;91.97;95.98;89.8;91.46;107.36
257;91.21;95.93;89.29;91.16;107.31
258;91.15;95.73;88.97;91.09;107.24
259;90.86;95.43;88.54;91.0;106.69
260;90.85;93.11;88.26;90.93;106.63
261;90.72;92.89;88.21;90.58;106.44
262;90.49;92.65;88.12;90.53;106.31
263;90.45;91.1;88.09;90.47;106.22
264;90.43;90.97;88.03;90.37;105.82
265;90.34;90.84;87.98;90.33;105.76
266;89.24;90.7;87.89;90.29;105.75
267;88.92;90.57;87.15;88.37;105.65
268;88.85;90.12;87.15;88.27;105.6
269;88.79;90.1;87.08;88.23;105.51
270;88.65;89.84;87.03;88.07;105.32
271;88.27;89.74;86.97;87.97;105.31
272;87.98;89.73;86.81;86.56;104.83
273;86.65;89.64;85.83;86.52;104.68
274;86.61;89.53;85.65;86.36;103.71
275;86.57;89.48;85.16;86.2;102.46
276;85.65;89.38;84.5;85.57;100.88
277;85.64;89.24;84.47;85.56;100.82
278;85.63;89.08;84.33;85.37;100.59
279;85.58;88.89;84.27;85.01;100.57
280;85.43;88.88;84.14;85.0;100.47
281;85.07;88.86;84.0;84.13;100.35
282;84.85;88.64;83.98;83.76;100.07
283;84.83;88.62;82.76;83.71;99.72
284;84.66;88.58;82.42;83.65;99.55
285;84.59;88.51;82.01;83.53;98.71
286;84.58;88.3;81.99;83.45;98.06
287;84.4;88.13;81.14;83.42;97.98
288;84.09;88.09;81.12;83.32;97.94
289;84.03;88.06;81.09;83.27;97.31
290;83.91;87.41;80.88;83.17;97.28
291;83.73;87.37;80.25;83.17;97.07
292;83.42;87.31;80.2;83.12;96.64
293;83.33;87.18;79.93;83.05;96.45
294;83.03;87.08;79.62;82.56;95.84
295;83.02;86.95;79.58;82.49;95.81
296;82.37;85.87;79.04;82.47;94.71
297;82.29;85.75;78.99;81.81;94.63
298;81.74;85.64;78.92;81.28;94.17
299;81.35;85.63;78.59;80.84;94.14
300;81.16;84.26;78.55;80.72;94.04
301;81.13;84.13;78.49;80.66;93.81
302;81.0;84.1;78.46;80.62;93.75
303;80.84;84.0;78.09;80.56;93.36
304;80.7;83.99;78.05;79.84;93.29
305;80.38;83.96;77.76;79.81;92.65
306;79.71;83.95;77.34;79.78;92.51
307;79.59;83.86;77.24;79.69;92.45
308;79.51;83.66;76.98;79.34;92.36
309;77.91;83.0;76.82;79.31;92.36
310;77.87;82.82;76.7;78.97;92.35
311;77.27;81.15;76.68;78.92;91.92
312;77.04;80.65;76.65;78.87;91.53
313;77.02;79.35;76.61;78.64;91.49
314;77.02;79.15;76.37;78.39;91.4
315;77.0;79.13;76.32;78.32;91.12
316;76.06;78.86;76.22;78.31;90.96
317;75.64;78.83;75.78;78.17;90.81
318;75.64;78.78;75.58;77.86;90.77
319;75.62;78.67;75.32;77.76;89.93
320;75.41;78.56;75.19;77.73;89.7
321;75.26;78.22;75.14;77.7;89.59
322;75.24;78.19;75.1;77.59;89.09
323;75.2;78.17;75.05;77.53;88.61
324;75.12;76.9;74.94;77.31;88.58
325;75.09;75.87;74.08;77.19;88.08
326;75.04;75.86;74.01;77.16;87.96
327;75.01;75.73;73.94;76.96;87.61
328;74.86;75.35;73.87;76.91;87.56
329;74.78;75.35;73.83;76.81;87.33
330;74.76;74.33;73.81;76.53;87.31
331;73.7;74.14;73.56;76.52;86.92
332;73.6;74.08;73.35;76.42;86.81
333;73.3;73.79;72.9;76.36;86.68
334;72.63;73.1;72.88;75.89;86.67
335;72.56;73.03;72.81;75.01;86.67
336;72.55;73.0;72.8;74.75;86.66
337;72.47;72.92;72.78;74.57;86.61
338;72.41;72.11;72.39;74.36;86.58
339;71.97;71.98;72.3;74.32;86.54
340;71.84;71.93;72.25;74.27;86.31
341;71.82;71.91;72.23;74.24;86.3
342;71.77;71.89;72.21;74.22;86.28
343;71.37;71.31;72.15;73.85;86.18
344;71.31;71.29;72.11;73.84;85.91
345;71.03;71.22;71.94;73.27;85.81
346;70.93;71.14;71.9;73.26;85.78
347;70.86;70.9;71.83;73.18;85.74
348;70.85;70.89;71.82;73.1;85.64
349;70.48;70.53;71.79;72.84;85.02
