;0;0;0;0;0
144;105.73;106.84;109.73;108.36;112.51
145;105.45;106.68;109.43;108.1;112.32
146;105.28;106.52;109.23;107.91;112.18
147;105.19;106.42;109.0;107.71;112.06
148;105.01;106.24;108.81;107.53;111.78
149;104.76;106.02;108.63;107.28;111.41
150;104.31;105.8;108.31;107.02;111.34
151;104.09;105.57;108.07;106.8;111.29
152;103.46;104.9;107.75;106.29;111.17
153;103.12;104.29;107.2;105.63;110.5
154;102.95;104.14;107.03;105.48;110.35
155;102.93;104.13;107.02;105.47;110.11
156;102.05;103.28;106.52;104.66;109.53
157;101.94;103.2;106.46;104.52;109.08
158;101.59;102.83;106.11;104.26;108.5
159;101.48;102.64;106.0;104.18;108.31
160;101.45;102.5;105.97;104.14;108.2
161;100.96;101.99;105.45;103.65;108.16
162;100.64;101.7;105.16;103.16;108.12
163;100.49;101.56;105.01;103.01;108.08
164;100.24;101.3;104.83;102.83;107.87
165;100.11;101.17;104.69;102.69;107.25
166;99.68;101.08;104.15;102.23;106.98
167;99.43;100.72;103.6;101.55;106.87
168;99.32;100.6;103.48;101.43;106.73
169;99.18;100.46;103.33;101.28;106.67
170;98.95;100.07;102.99;100.81;106.17
171;98.85;99.96;102.89;100.73;105.69
172;98.83;99.95;102.88;100.71;105.15
173;98.7;99.74;102.75;100.56;104.9
174;98.66;99.7;102.71;100.52;104.71
175;98.36;99.42;102.44;100.25;104.08
176;98.16;99.19;102.21;100.05;103.42
177;97.38;98.23;101.01;98.51;103.1
178;97.24;98.06;100.85;98.35;102.44
179;97.12;97.93;100.73;98.23;102.26
180;97.02;97.83;100.62;98.13;101.8
181;96.81;97.58;100.4;97.8;101.49
182;96.43;97.01;100.02;97.48;100.97
183;96.36;96.94;99.94;97.4;99.31
184;96.26;96.88;99.73;97.19;98.97
185;96.07;96.78;99.61;97.03;98.73
186;95.54;96.24;98.97;96.44;98.61
187;95.41;96.11;98.84;96.31;98.38
188;95.03;95.78;98.42;96.12;98.07
189;94.62;95.41;98.38;95.73;97.4
190;94.31;95.04;98.09;95.42;96.68
191;93.86;94.63;97.47;94.99;96.34
192;93.73;94.54;97.31;94.85;96.18
193;93.67;94.43;97.21;94.68;95.31
194;93.6;94.38;97.17;94.64;94.82
195;93.57;94.34;97.14;94.6;93.75
196;93.52;94.27;97.09;94.59;93.1
197;93.35;94.1;96.89;94.41;92.42
198;92.81;93.58;96.36;93.87;91.76
199;91.61;93.16;96.24;93.5;91.3
200;91.51;93.07;96.13;93.4;91.24
201;91.41;92.98;96.03;93.3;91.04
202;91.38;92.94;95.98;93.26;90.95
203;91.07;92.68;95.65;92.95;90.52
204;90.87;92.32;95.57;92.79;90.24
205;90.79;92.08;95.28;92.64;89.89
206;90.61;91.9;95.09;92.47;89.6
207;90.49;91.74;94.9;92.33;89.47
208;90.03;91.28;94.35;91.91;89.3
209;89.66;91.06;94.09;91.6;88.74
210;89.36;90.78;93.75;91.39;88.48
211;88.73;90.29;93.11;90.86;88.04
212;88.62;90.2;93.0;90.74;87.89
213;88.36;89.88;92.68;90.43;87.77
214;88.15;89.66;92.47;90.25;87.69
215;87.76;89.31;92.11;89.89;87.58
216;87.48;88.61;91.48;88.96;87.5
217;87.24;88.34;91.25;88.72;87.31
218;87.14;88.18;91.14;88.6;87.14
219;87.06;88.11;91.05;88.5;86.67
220;86.89;88.05;90.86;88.42;86.3
221;86.65;87.82;90.62;88.21;86.2
222;86.25;87.56;90.38;88.02;86.2
223;85.96;87.24;89.76;87.55;85.62
224;85.73;86.98;89.48;87.3;85.56
225;85.62;86.85;89.37;87.15;85.28
226;84.99;86.27;89.18;86.69;85.16
227;84.46;85.75;88.66;86.26;85.1
228;84.09;84.68;88.11;86.02;84.8
229;83.59;84.2;87.59;85.59;84.66
230;83.15;83.75;87.12;85.13;84.57
231;82.92;83.42;86.72;84.82;84.42
232;82.72;83.19;86.37;84.66;84.34
233;82.68;83.14;86.33;84.61;84.19
234;82.53;83.0;86.17;84.35;83.93
235;82.43;82.89;86.04;84.24;83.86
236;82.15;82.6;85.72;84.05;83.76
237;81.88;82.42;85.34;83.66;83.56
238;81.56;82.14;85.02;83.34;83.5
239;81.32;81.85;84.7;83.1;83.49
240;81.12;81.61;84.42;82.85;83.33
241;80.97;81.45;84.26;82.69;83.31
242;80.51;80.73;83.78;82.07;83.16
243;80.26;80.45;83.5;81.99;83.03
244;79.85;80.04;83.0;81.48;82.83
245;79.7;79.86;82.89;81.44;82.73
246;79.61;79.76;82.79;81.34;82.65
247;79.51;79.73;82.62;81.24;82.59
248;79.4;79.63;82.51;81.14;82.46
249;79.31;79.5;82.36;81.03;82.14
250;79.16;79.33;82.17;80.8;82.1
251;79.03;79.19;82.04;80.61;81.99
252;78.67;78.8;81.66;80.32;81.93
253;78.37;78.52;81.37;79.99;81.55
254;78.28;78.41;81.29;79.89;81.47
255;78.27;78.41;81.28;79.89;81.3
256;78.07;77.97;80.9;79.42;81.09
257;78.02;77.92;80.86;79.38;80.87
258;77.83;77.72;80.73;79.15;80.7
259;77.73;77.68;80.71;79.13;80.55
260;77.68;77.63;80.67;79.05;80.48
261;77.4;77.36;80.37;78.77;80.46
262;77.29;77.13;80.28;78.62;80.44
263;77.26;77.03;80.19;78.54;80.43
264;77.1;76.91;80.11;78.43;80.31
265;77.03;76.84;80.03;78.36;79.9
266;76.82;76.67;79.81;78.29;79.28
267;76.57;76.37;79.43;78.01;79.22
268;76.52;76.31;79.38;77.95;79.13
269;76.42;76.22;79.28;77.87;79.1
270;76.21;76.04;79.09;77.72;78.86
271;76.18;75.98;79.01;77.65;78.71
272;76.17;75.97;79.0;77.64;78.55
273;76.08;75.84;78.9;77.54;78.41
274;76.06;75.82;78.88;77.52;78.33
275;75.97;75.57;78.71;77.35;77.99
276;75.83;75.44;78.58;77.22;77.7
277;74.92;75.35;78.28;76.53;77.5
278;74.83;75.26;78.2;76.44;77.04
279;74.76;75.19;78.03;76.37;76.96
